TOKEN	NE-COARSE-LIT
in	O
case	O
of	O
using	O
designed	O
blade	B_TERM
and	O
59	O
rpm	B_TERM
for	O
the	O
modified	O
blade	B_TERM
.	O
And	O
for	O
different	O
average	O
wind	B_TERM
velocities	I_TERM
,	O
corresponding	O
power	B_TERM
production	I_TERM
of	O
this	O
three-bladed	B_TERM
HAWT	I_TERM
is	O
obtained	O
as	O
shown	O
on	O
Table	O
4.2	O
.	O
Since	O
the	O
power	B_TERM
production	I_TERM
is	O
proportional	O
with	O
the	O
cube	O
of	O
the	O
average	O
wind	B_TERM
velocity	I_TERM
(	O
equation	O
2.5.1	O
)	O
and	O
the	O
power	B_TERM
coefficient	I_TERM
of	O
the	O
designed	O
blade	B_TERM
is	O
nearly	O
constant	O
over	O
a	O
wide	O
range	O
of	O
tip-speed	B_TERM
ratio	I_TERM
as	O
illustrated	O
in	O
Figure	O
4.21	O
,	O
power	B_TERM
production	I_TERM
of	O
HAWT	B_TERM
rotor	I_TERM
made	O
up	O
from	O
the	O
designed	O
blades	B_TERM
is	O
gradually	O
increasing	O
as	O
the	O
average	O
wind	B_TERM
velocity	I_TERM
increases	O
.	O
Power	B_TERM
production	I_TERM
of	O
a	O
HAWT	B_TERM
rotor	I_TERM
made	O
up	O
from	O
the	O
modified	O
blades	B_TERM
,	O
however	O
,	O
is	O
not	O
increasing	O
very	O
much	O
as	O
expected	O
when	O
its	O
power	B_TERM
coefficient	I_TERM
variation	O
with	O
respect	O
to	O
tip-speed	B_TERM
ratio	I_TERM
shown	O
on	O
Figure	O
4.21	O
is	O
analyzed	O
.	O
86	O
The	O
effect	O
of	O
Reynolds	B_TERM
number	I_TERM
on	O
power	B_TERM
performance	I_TERM
of	O
wind	B_TERM
turbines	I_TERM
has	O
been	O
studied	O
.	O
Since	O
two-dimensional	O
airfoil	B_TERM
characteristics	O
depends	O
on	O
the	O
Reynolds	B_TERM
number	I_TERM
,	O
there	O
should	O
be	O
effect	O
on	O
the	O
power	B_TERM
of	O
turbines	B_TERM
but	O
as	O
shown	O
in	O
Figure	O
4.26	O
it	O
is	O
not	O
significant	O
as	O
expected	O
.	O
In	O
Figure	O
4.27	O
and	O
Figure	O
4.28	O
,	O
the	O
views	O
of	O
blade	B_TERM
elements	I_TERM
of	O
NACA	O
4412	O
airfoil	B_TERM
for	O
the	O
designed	O
and	O
its	O
modified	O
blade	B_TERM
are	O
shown	O
.	O
As	O
it	O
can	O
be	O
seen	O
from	O
these	O
figures	O
,	O
twist	B_TERM
distribution	I_TERM
of	O
modified	O
blade	B_TERM
becomes	O
smoother	O
than	O
that	O
of	O
designed	O
blade	B_TERM
.	O
Figure	O
4.29	O
and	O
Figure	O
4.30	O
show	O
the	O
blade	B_TERM
elements	I_TERM
of	O
NACA	O
4412	O
in	O
isometric	B_TERM
view	O
for	O
the	O
designed	O
and	O
modified	O
blade	B_TERM
.	O
Note	O
that	O
the	O
modification	O
of	O
the	O
designed	O
blade	B_TERM
makes	O
chord-length	B_TERM
of	O
some	O
blade	B_TERM
elements	I_TERM
near	O
the	O
root	B_TERM
bigger	O
than	O
that	O
of	O
designed	O
blade	B_TERM
but	O
the	O
variation	O
of	O
chord-length	B_TERM
from	O
root	B_TERM
towards	O
tip	B_TERM
becomes	O
linear	O
for	O
the	O
modified	O
blade	B_TERM
as	O
to	O
the	O
sharp	O
variation	O
for	O
the	O
designed	O
blade	B_TERM
.	O
Lastly	O
,	O
three-dimensional	O
views	O
of	O
the	O
designed	O
and	O
modified	O
blade	B_TERM
made	O
from	O
the	O
airfoil	B_TERM
NACA	O
4412	O
are	O
illustrated	O
in	O
Figure	O
4.31	O
and	O
Figure	O
4.32	O
for	O
visualization	O
.	O
87	O
Figure	O
4.11	O
Effect	O
of	O
number	O
of	O
blades	B_TERM
on	O
peak	B_TERM
performance	I_TERM
of	O
optimum	O
wind	B_TERM
turbines	I_TERM
Figure	O
4.12	O
Effect	O
of	O
Drag	B_TERM
/	O
Lift	B_TERM
ratios	I_TERM
on	O
peak	B_TERM
performance	I_TERM
of	O
an	O
optimum	O
three-bladed	B_TERM
wind	I_TERM
turbine	I_TERM
88	O
Figure	O
4.13	O
Effect	O
of	O
drag	B_TERM
and	O
tip	B_TERM
losses	I_TERM
on	O
relative	B_TERM
wind	I_TERM
angle	I_TERM
for	O
optimum	O
design	O
Figure	O
4.14	O
Relative	B_TERM
wind	I_TERM
angles	I_TERM
for	O
optimum	O
performance	O
of	O
three-bladed	B_TERM
wind	I_TERM
turbines	I_TERM
89	O
Figure	O
4.15	O
Blade	B_TERM
chord-length	I_TERM
distributions	I_TERM
for	O
optimum	O
performance	O
of	O
three-bladed	B_TERM
wind	I_TERM
turbines	I_TERM
Figure	O
4.16	O
Twist	B_TERM
angle	I_TERM
distributions	I_TERM
for	O
modified	O
chord-length	B_TERM
of	O
the	O
designed	O
blade	B_TERM
90	O
Figure	O
4.17	O
Chord-length	B_TERM
distribution	I_TERM
of	O
a	O
modified	O
blade	B_TERM
for	O
different	O
tip-speed	B_TERM
ratio	I_TERM
Figure	O
4.18	O
Twist	B_TERM
distributions	I_TERM
for	O
modified	O
blade	B_TERM
of	O
the	O
designed	O
blade	B_TERM
91	O
Figure	O
4.19	O
Distribution	B_TERM
of	I_TERM
angle	I_TERM
of	I_TERM
attack	I_TERM
for	O
modified	O
twist	B_TERM
of	O
the	O
designed	O
blade	B_TERM
Figure	O
4.20	O
Distribution	B_TERM
of	I_TERM
angle	I_TERM
of	I_TERM
attack	I_TERM
for	O
modified	O
twist	B_TERM
and	O
chord-length	B_TERM
of	O
the	O
designed	O
blade	B_TERM
92	O
Figure	O
4.21	O
Comparison	O
of	O
power	B_TERM
coefficients	I_TERM
of	O
modified	O
blades	B_TERM
with	O
the	O
designed	O
blade	B_TERM
Figure	O
4.22	O
Radial	B_TERM
thrust	I_TERM
coefficient	I_TERM
variation	O
of	O
the	O
designed	O
blade	B_TERM
93	O
Figure	O
4.23	O
Radial	B_TERM
thrust	I_TERM
coefficient	I_TERM
for	O
modified	O
twist	B_TERM
and	O
chord-length	B_TERM
of	O
the	O
designed	O
blade	B_TERM
Figure	O
4.24	O
Working	B_TERM
range	I_TERM
of	O
the	O
designed	O
blade	B_TERM
designed	O
at	O
λ	O
=	O
10	O
94	O
Figure	O
4.25	O
Working	B_TERM
range	I_TERM
of	O
modified	O
twist	B_TERM
and	O
chord-length	B_TERM
of	O
the	O
designed	O
blade	B_TERM
designed	O
at	O
λ	O
=	O
10	O
Figure	O
4.26	O
Effect	O
of	O
Reynolds	B_TERM
number	I_TERM
on	O
peak	B_TERM
performance	I_TERM
of	O
an	O
optimum	O
three-bladed	B_TERM
turbine	I_TERM
95	O
Figure	O
4.27	O
Views	O
of	O
blade	B_TERM
elements	I_TERM
from	O
root	B_TERM
towards	O
tip	B_TERM
for	O
the	O
designed	O
blade	B_TERM
Figure	O
4.28	O
Views	O
of	O
blade	B_TERM
elements	I_TERM
from	O
root	B_TERM
towards	O
tip	B_TERM
for	O
the	O
modified	O
blade	B_TERM
96	O
Figure	O
4.29	O
Isometric	B_TERM
views	O
of	O
the	O
blade	B_TERM
elements	I_TERM
for	O
the	O
designed	O
blade	B_TERM
Figure	O
4.30	O
Isometric	B_TERM
views	O
of	O
the	O
blade	B_TERM
elements	I_TERM
for	O
the	O
modified	O
blade	B_TERM
97	O
Figure	O
4.31	O
Three-dimensional	O
solid	O
model	O
of	O
the	O
designed	O
blade	B_TERM
98	O
Figure	O
4.32	O
Three-dimensional	O
solid	O
model	O
of	O
the	O
modified	O
blade	B_TERM
99	O
Table	O
4.2	O
Power	B_TERM
Production	I_TERM
of	O
a	O
fixed	B_TERM
rotational	I_TERM
three-bladed	I_TERM
HAWT	I_TERM
(	O
Airfoil	B_TERM
:	O
NACA-4412	O
,	O
Designed	O
at	O
P=50	O
kW	B_TERM
,	O
U∞=8	O
m	O
/	O
s	O
)	O
U∞(m	O
/	O
s	O
)	O
6	O
8	O
10	O
12	O
14	O
16	O
18	O
Power	B_TERM
Production	I_TERM
(	O
kW	B_TERM
)	O
Designed	O
Blade	B_TERM
Modified	O
Blade	B_TERM
(	O
Ω=76	O
rpm	B_TERM
)	O
(	O
Ω=59	O
rpm	B_TERM
)	O
21	O
50	O
97	O
166	O
260	O
381	O
532	O
10	O
50	O
78	O
105	O
136	O
163	O
195	O
100	O
CHAPTER	O
5	O
COMPUTER	O
PROGRAM	O
FOR	O
BLADE	B_TERM
DESIGN	I_TERM
1.2	O
INTRODUCTION	O
The	O
computer	O
programs	O
XFOILP4	O
and	O
MATLAB	O
are	O
utilized	O
during	O
the	O
study	O
of	O
this	O
thesis	O
.	O
This	O
chapter	O
focuses	O
on	O
these	O
programs	O
,	O
results	O
from	O
the	O
programs	O
and	O
their	O
applications	O
in	O
computer-aided	O
design	O
of	O
horizontal-axis	B_TERM
wind	I_TERM
turbine	I_TERM
blades	I_TERM
.	O
XFOIL	O
is	O
firstly	O
introduced	O
by	O
giving	O
its	O
capabilities	O
on	O
the	O
analysis	O
of	O
an	O
existing	O
airfoil	B_TERM
,	O
design	O
and	O
redesign	O
of	O
new	O
airfoil	B_TERM
geometric	O
parameters	O
.	O
Since	O
the	O
aerodynamic	B_TERM
characteristics	O
of	O
an	O
airfoil	B_TERM
should	O
be	O
known	O
numerically	O
before	O
designing	O
a	O
blade	B_TERM
and	O
all	O
the	O
information	O
and	O
experimental	O
results	O
performed	O
on	O
airfoils	B_TERM
were	O
given	O
graphically	O
in	O
literature	O
,	O
XFOIL	O
is	O
very	O
well	O
fitted	O
for	O
obtaining	O
lift	B_TERM
coefficient	I_TERM
and	O
drag	B_TERM
coefficient	I_TERM
data	O
with	O
respect	O
to	O
angle	B_TERM
of	I_TERM
attack	I_TERM
.	O
In	O
this	O
thesis	O
only	O
the	O
function	O
of	O
this	O
program	O
related	O
to	O
the	O
viscous	O
analysis	O
of	O
existing	O
airfoils	B_TERM
has	O
been	O
used	O
.	O
The	O
required	O
data	O
are	O
obtained	O
from	O
the	O
program	O
by	O
performing	O
on	O
various	O
existing	O
airfoil	B_TERM
types	O
and	O
used	O
for	O
the	O
subsequent	O
studies	O
of	O
blade	B_TERM
design	I_TERM
.	O
The	O
procedure	O
to	O
obtain	O
the	O
data	O
is	O
described	O
and	O
the	O
results	O
of	O
the	O
program	O
are	O
also	O
compared	O
with	O
the	O
results	O
given	O
in	O
literature	O
to	O
show	O
that	O
the	O
program	O
XFOIL	O
gives	O
fairly	O
close	O
values	O
.	O
User-interface	O
computer	O
program	O
,	O
BLADESIGN	O
written	O
by	O
using	O
MATLAB	O
is	O
then	O
described	O
.	O
General	O
view	O
and	O
working	O
flow	O
chart	O
of	O
the	O
program	O
are	O
presented	O
with	O
the	O
explanation	O
of	O
important	O
properties	O
and	O
capabilities	O
of	O
the	O
program	O
.	O
All	O
the	O
commands	O
and	O
their	O
functions	O
in	O
the	O
program	O
are	O
also	O
introduced	O
for	O
the	O
users	O
of	O
this	O
program	O
.	O
Lastly	O
sample	O
blade	B_TERM
design	I_TERM
studies	O
are	O
given	O
by	O
specifying	O
a	O
set	O
of	O
input	O
values	O
.	O
According	O
to	O
these	O
input	O
values	O
,	O
the	O
program	O
is	O
executed	O
and	O
the	O
101	O
corresponding	O
outputs	O
are	O
illustrated	O
in	O
tabulated	O
form	O
and	O
also	O
compared	O
with	O
CP	B_TERM
&	O
λ	O
,	O
c	O
/	O
R	O
&	O
r	O
/	O
R	O
and	O
θ	O
&	O
r	O
/	O
R	O
figures	O
for	O
both	O
designed	O
and	O
modified	O
blades	B_TERM
.	O
1.2	O
XFOILP4	O
XFOIL	O
is	O
an	O
interactive	O
program	O
for	O
the	O
design	O
and	O
analysis	O
of	O
subsonic	B_TERM
isolated	I_TERM
airfoils	I_TERM
.	O
It	O
consists	O
of	O
a	O
collection	O
of	O
menu-driven	O
routines	O
which	O
perform	O
various	O
useful	O
functions	O
such	O
as	O
:	O
-	O
Viscous	O
(	O
or	O
incviscid	O
)	O
analysis	O
of	O
an	O
existing	O
airfoil	B_TERM
,	O
allowing	O
•	O
Forced	O
or	O
free	O
transition	O
•	O
Transitional	O
separation	O
bubbles	O
•	O
Limited	O
trailing	B_TERM
edge	I_TERM
separation	O
•	O
Lift	B_TERM
and	O
drag	B_TERM
predictions	O
just	O
beyond	O
maximum	O
lift	B_TERM
coefficient	I_TERM
•	O
Karman-Tsien	B_TERM
compressibility	I_TERM
correction	I_TERM
-	O
Airfoil	B_TERM
design	O
and	O
redesign	O
by	O
interactive	O
specification	O
of	O
a	O
surface	B_TERM
speed	I_TERM
distribution	O
via	O
screen	O
cursor	O
or	O
mouse	O
.	O
Two	O
such	O
facilities	O
are	O
implemented	O
:	O
•	O
Full-Inverse	O
,	O
based	O
on	O
a	O
complex-mapping	O
formulation	O
•	O
Mixed-Inverse	O
,	O
allowing	O
relatively	O
-	O
as	O
:	O
•	O
New	O
max.	O
thickness	O
and	O
/	O
or	O
camber	B_TERM
•	O
New	O
LE	B_TERM
(	O
leading	B_TERM
edge	I_TERM
)	O
radius	B_TERM
•	O
New	O
TE	B_TERM
(	O
trailing	B_TERM
edge	I_TERM
)	O
thickness	O
Airfoil	B_TERM
redesign	O
by	O
interactive	O
specification	O
of	O
new	O
geometric	O
parameters	O
such	O
102	O
•	O
New	O
camberline	B_TERM
via	O
geometry	O
specification	O
•	O
New	O
camberline	B_TERM
via	O
loading	B_TERM
change	O
specification	O
•	O
Explicit	O
contour	O
geometry	O
(	O
via	O
screen	O
cursor	O
)	O
-	O
-	O
-	O
Drag	B_TERM
polar	O
calculation	O
with	O
fixed	O
or	O
varying	O
Reynolds	B_TERM
and	O
/	O
or	O
Mach	B_TERM
number	I_TERM
Writing	O
and	O
reading	O
of	O
airfoil	B_TERM
geometry	O
and	O
polar	O
save	O
files	O
Plotting	O
of	O
geometry	O
,	O
pressure	B_TERM
distribution	I_TERM
and	O
polars	O
XFOIL	O
was	O
written	O
by	O
Mark	O
Drela	O
in	O
1986	O
with	O
the	O
name	O
XFOIL	O
1.0	O
and	O
after	O
undergoing	O
numerous	O
revisions	O
,	O
upgrades	O
and	O
enhancements	O
it	O
becomes	O
now	O
strongly	O
geared	O
to	O
practical	O
airfoil	B_TERM
development	O
with	O
its	O
final	O
revision	O
name	O
XFOILP4	O
.	O
Further	O
explanation	O
about	O
the	O
use	O
of	O
XFOIL	O
program	O
can	O
be	O
found	O
in	O
reference	O
[	O
26	O
]	O
,	O
here	O
only	O
the	O
part	O
of	O
XFOIL	O
program	O
which	O
was	O
extensively	O
used	O
for	O
the	O
development	O
of	O
blade	B_TERM
design	I_TERM
program	O
will	O
be	O
described	O
.	O
If	O
it	O
is	O
remembered	O
from	O
the	O
airfoil	B_TERM
selection	O
criteria	O
in	O
section	O
4.4	O
,	O
the	O
design	O
angle	B_TERM
of	I_TERM
attack	I_TERM
should	O
be	O
selected	O
such	O
that	O
the	O
glide	B_TERM
ratio	I_TERM
is	O
minimum	O
at	O
that	O
value	O
of	O
angle	B_TERM
of	I_TERM
attack	I_TERM
.	O
Therefore	O
the	O
variation	O
of	O
lift	B_TERM
coefficients	I_TERM
and	O
drag	B_TERM
coefficients	I_TERM
of	O
an	O
airfoil	B_TERM
with	O
respect	O
to	O
angle	B_TERM
of	I_TERM
attack	I_TERM
in	O
the	O
fully-attached	O
regime	O
are	O
required	O
.	O
XFOIL	O
gives	O
these	O
data	O
in	O
a	O
considerably	O
excellent	O
agreement	O
with	O
published	O
polars	O
as	O
shown	O
in	O
Figure	O
5.1	O
and	O
Figure	O
5.2	O
for	O
the	O
airfoil	B_TERM
NACA	O
4412	O
as	O
an	O
example	O
.	O
The	O
results	O
of	O
XFOIL	O
has	O
been	O
compared	O
with	O
the	O
reference	O
polar	O
data	O
performed	O
by	O
Abbott	O
and	O
Von	O
Doenhoff	O
[	O
27	O
]	O
and	O
also	O
from	O
the	O
reference	O
Riegels	O
[	O
28	O
]	O
to	O
see	O
the	O
validity	O
of	O
XFOIL	O
results	O
.	O
103	O
Figure	O
5.1	O
Comparison	O
of	O
XFOIL	O
lift	B_TERM
coefficient	I_TERM
data	O
with	O
data	O
in	O
reference	O
[	O
28	O
]	O
Figure	O
5.2	O
Comparison	O
of	O
XFOIL	O
drag	B_TERM
coefficient	I_TERM
data	O
with	O
data	O
in	O
reference	O
[	O
28	O
]	O
The	O
results	O
are	O
obtained	O
from	O
the	O
program	O
by	O
giving	O
the	O
coordinates	O
of	O
an	O
airfoil	B_TERM
.	O
XFOIL	O
first	O
takes	O
these	O
coordinates	O
and	O
creates	O
the	O
contour	O
geometry	O
of	O
the	O
airfoil	B_TERM
and	O
finally	O
by	O
dividing	O
the	O
surface	O
of	O
the	O
airfoil	B_TERM
into	O
a	O
certain	O
number	O
of	O
104	O
panels	O
,	O
which	O
can	O
be	O
changed	O
by	O
the	O
user	O
,	O
gives	O
the	O
variations	O
of	O
lift	B_TERM
coefficient	I_TERM
and	O
drag	B_TERM
coefficient	I_TERM
with	O
respect	O
to	O
angle	B_TERM
of	I_TERM
attack	I_TERM
.	O
In	O
developing	O
the	O
airfoil	B_TERM
database	O
for	O
the	O
blade	B_TERM
design	I_TERM
program	O
,	O
the	O
characteristics	O
of	O
airfoil	B_TERM
have	O
been	O
obtained	O
with	O
the	O
viscous	O
mode	O
analysis	O
of	O
XFOIL	O
and	O
for	O
the	O
Reynolds	B_TERM
number	I_TERM
in	O
the	O
order	O
of	O
1	O
million	O
and	O
also	O
Mach	B_TERM
number	I_TERM
has	O
been	O
setted	O
to	O
zero	O
considering	O
that	O
the	O
angular	B_TERM
velocity	I_TERM
of	O
a	O
HAWT	B_TERM
blades	I_TERM
does	O
not	O
become	O
so	O
great	O
that	O
the	O
rotational	B_TERM
velocity	I_TERM
of	O
the	O
blade	B_TERM
tips	I_TERM
approaches	O
to	O
the	O
velocity	B_TERM
of	O
sound	O
.	O
5.2	O
BLADESIGN	O
As	O
it	O
was	O
stated	O
before	O
,	O
the	O
main	O
objective	O
of	O
this	O
thesis	O
is	O
to	O
develop	O
a	O
userinterface	O
computer	O
program	O
on	O
HAWT	B_TERM
blade	I_TERM
design	I_TERM
.	O
The	O
main	O
purpose	O
of	O
constructing	O
such	O
a	O
program	O
is	O
to	O
collect	O
and	O
represent	O
all	O
the	O
studies	O
of	O
this	O
thesis	O
in	O
a	O
visual	O
and	O
more	O
understandable	O
way	O
and	O
also	O
to	O
provide	O
a	O
design	O
program	O
for	O
the	O
users	O
who	O
are	O
dealing	O
with	O
HAWT	B_TERM
blade	I_TERM
design	I_TERM
.	O
For	O
all	O
of	O
these	O
reasons	O
a	O
userinterface	O
computer	O
program	O
on	O
HAWT	B_TERM
blade	I_TERM
design	I_TERM
was	O
written	O
.	O
The	O
general	O
view	O
of	O
the	O
program	O
and	O
its	O
working	O
flow	O
schematic	O
are	O
illustrated	O
in	O
Figure	O
5.3	O
and	O
Figure	O
5.4	O
respectively	O
.	O
The	O
main	O
features	O
of	O
the	O
program	O
can	O
be	O
summarized	O
as	O
below	O
:	O
•	O
The	O
program	O
was	O
written	O
on	O
MATLAB	O
,	O
version	O
6	O
[	O
29	O
]	O
.	O
•	O
The	O
program	O
gives	O
various	O
error	O
dialog	O
boxes	O
in	O
case	O
of	O
incorrect	O
input	O
data	O
or	O
requesting	O
an	O
output	O
of	O
a	O
command	O
before	O
this	O
command	O
some	O
other	O
commands	O
should	O
be	O
executed	O
firstly	O
and	O
necessary	O
outputs	O
for	O
the	O
requesting	O
command	O
should	O
be	O
firstly	O
obtained	O
.	O
By	O
so	O
the	O
program	O
serves	O
as	O
a	O
guide	O
for	O
the	O
user	O
to	O
perform	O
the	O
design	O
procedure	O
step	O
by	O
step	O
.	O
•	O
The	O
density	O
of	O
air	O
,	O
ρ	O
is	O
taken	O
as	O
1.2	O
kg	O
/	O
m3	O
in	O
some	O
algorithms	O
of	O
the	O
program	O
for	O
the	O
calculation	O
of	O
rotor	B_TERM
diameter	I_TERM
.	O
105	O
•	O
The	O
program	O
includes	O
one	O
input	O
part	O
and	O
four	O
output	O
parts	O
.	O
•	O
Input	O
part	O
requires	O
the	O
following	O
information	O
;	O
turbine	B_TERM
power	I_TERM
required	O
in	O
Watt	B_TERM
,	O
design	O
wind	B_TERM
velocity	I_TERM
in	O
m	O
/	O
s	O
,	O
the	O
number	O
of	O
blades	B_TERM
supposed	O
to	O
be	O
used	O
on	O
the	O
rotor	B_TERM
and	O
airfoil	B_TERM
type	O
to	O
be	O
used	O
for	O
the	O
blade	B_TERM
profile	I_TERM
.	O
Here	O
the	O
design	O
wind	B_TERM
velocity	I_TERM
is	O
the	O
average	O
wind	B_TERM
velocity	I_TERM
of	O
an	O
area	O
where	O
the	O
turbine	B_TERM
or	O
windfarm	B_TERM
of	O
similar	O
turbines	B_TERM
is	O
to	O
be	O
set	O
.	O
Following	O
airfoils	B_TERM
are	O
currently	O
available	O
in	O
the	O
database	O
;	O
NACA	O
4412	O
,	O
NACA	O
4415	O
,	O
NACA	O
4421	O
,	O
NACA	O
23012	O
,	O
NACA	O
23015	O
,	O
NACA	O
23021	O
,	O
NACA	O
63	O
-	O
210	O
,	O
NACA	O
63	O
-	O
212	O
,	O
NACA	O
63	O
-	O
218	O
,	O
NACA	O
63	O
-	O
221	O
and	O
SERIS809	O
.	O
•	O
The	O
output	O
parts	O
are	O
composed	O
of	O
design	O
condition	O
output	O
,	O
blade	B_TERM
geometry	I_TERM
output	O
,	O
3-D	O
visualization	O
output	O
and	O
figures	O
output	O
.	O
Design	O
condition	O
output	O
part	O
gives	O
the	O
information	O
for	O
both	O
designed	O
blade	B_TERM
and	O
its	O
modified	O
blade	B_TERM
.	O
These	O
information	O
are	O
design	O
power	B_TERM
coefficient	I_TERM
(	O
CP	B_TERM
)	O
,	O
corresponding	O
design	O
tip-speed	B_TERM
ratio	I_TERM
(	O
λd	O
)	O
and	O
rotor	B_TERM
diameter	I_TERM
in	O
meter	O
to	O
be	O
constructed	O
for	O
the	O
specified	O
turbine	B_TERM
power	I_TERM
input	I_TERM
.	O
Blade	B_TERM
geometry	I_TERM
output	O
part	O
shows	O
the	O
chord-length	B_TERM
in	O
meter	O
and	O
setting	O
angle	O
in	O
degree	O
for	O
each	O
blade	B_TERM
element	I_TERM
(	O
for	O
each	O
station	O
)	O
and	O
does	O
this	O
again	O
for	O
both	O
designed	O
and	O
modified	O
blade	B_TERM
.	O
The	O
number	O
of	O
stations	O
in	O
the	O
program	O
has	O
been	O
kept	O
constant	O
with	O
30	O
because	O
it	O
has	O
been	O
seen	O
that	O
the	O
increase	O
of	O
number	O
of	O
stations	O
does	O
not	O
change	O
the	O
blade	B_TERM
geometry	I_TERM
values	O
considerably	O
much	O
.	O
The	O
purpose	O
of	O
putting	O
this	O
output	O
part	O
is	O
that	O
these	O
output	O
information	O
can	O
be	O
used	O
for	O
the	O
prototype	O
production	O
of	O
the	O
design	O
blade	B_TERM
in	O
further	O
studies	O
.	O
3-D	O
visualization	O
output	O
part	O
gives	O
three	O
dimensional	O
views	O
of	O
the	O
designed	O
and	O
modified	O
blades	B_TERM
on	O
separate	O
windows	O
.	O
The	O
last	O
output	O
part	O
,	O
figures	O
output	O
part	O
illustrates	O
the	O
results	O
with	O
figures	O
for	O
both	O
designed	O
and	O
modified	O
blade	B_TERM
.	O
The	O
first	O
figure	O
shows	O
the	O
variation	O
of	O
power	B_TERM
coefficient	I_TERM
with	O
tip-speed	B_TERM
ratio	I_TERM
,	O
the	O
second	O
one	O
shows	O
the	O
distribution	O
of	O
setting	O
angle	O
in	O
degrees	O
with	O
respect	O
to	O
normalized	O
blade	B_TERM
length	I_TERM
(	O
r	O
/	O
R	O
)	O
and	O
the	O
last	O
figure	O
is	O
106	O
for	O
the	O
output	O
of	O
chord-length	B_TERM
distribution	I_TERM
,	O
which	O
is	O
normalized	O
with	O
R	O
,	O
with	O
respect	O
to	O
again	O
normalized	O
blade	B_TERM
length	I_TERM
(	O
r	O
/	O
R	O
)	O
graphically	O
.	O
These	O
figures	O
can	O
be	O
analyzed	O
visually	O
to	O
compare	O
the	O
performance	O
and	O
blade	B_TERM
geometry	I_TERM
of	O
designed	O
and	O
modified	O
blade	B_TERM
by	O
making	O
both	O
of	O
the	O
outputs	O
visible	O
.	O
•	O
If	O
it	O
is	O
desired	O
to	O
change	O
the	O
input	O
values	O
for	O
another	O
design	O
,	O
the	O
command	O
'	O
change	O
inputs	O
'	O
in	O
the	O
input	O
part	O
stands	O
for	O
this	O
purpose	O
.	O
By	O
pressing	O
this	O
button	O
,	O
all	O
the	O
outputs	O
will	O
become	O
vanished	O
and	O
the	O
program	O
gets	O
ready	O
for	O
the	O
new	O
input	O
values	O
.	O
•	O
Blade	B_TERM
geometry	I_TERM
output	O
(	O
chord-length	B_TERM
and	O
setting	O
angle	O
values	O
for	O
each	O
station	O
)	O
can	O
be	O
saved	O
to	O
a	O
file	O
in	O
the	O
working	O
directory	O
with	O
the	O
command	O
'	O
save	O
blade	B_TERM
geometries	I_TERM
'	O
or	O
can	O
be	O
print	O
out	O
with	O
the	O
command	O
'	O
print	O
'	O
and	O
the	O
program	O
closes	O
with	O
the	O
command	O
'	O
exit	O
under	O
the	O
file	O
menu	O
option	O
.	O
107	O
Figure	O
5.3	O
General	O
view	O
of	O
BLADESIGN	O
108	O
3-D	O
view	O
of	O
designed	O
blade	B_TERM
3-D	O
view	O
of	O
modified	O
blade	B_TERM
Design	I_TERM
Power	B_TERM
Coefficient	I_TERM
,	O
CP	B_TERM
3-D	O
visualization	O
Designed	O
Blade	B_TERM
Design	I_TERM
Tip-Speed	B_TERM
Ratio	I_TERM
Rotor	B_TERM
Diameter	I_TERM
,	O
D	O
(	O
m	O
)	O
Design	O
Power	B_TERM
Coefficient	I_TERM
,	O
CP	B_TERM
Design	O
Tip-Speed	B_TERM
Ratio	I_TERM
Rotor	B_TERM
Diameter	I_TERM
,	O
D	O
(	O
m	O
)	O
Stations	O
(	O
Blade	B_TERM
elements	I_TERM
)	O
Designed	O
Blade	B_TERM
Chord-Length	I_TERM
Distribution	I_TERM
(	O
m	O
)	O
Setting	O
Angle	O
Distribution	O
(	O
deg	O
)	O
Stations	O
(	O
Blade	B_TERM
elements	I_TERM
)	O
Figures	O
Modified	O
Blade	B_TERM
Modified	O
Blade	B_TERM
Chord-Length	I_TERM
Distribution	I_TERM
(	O
m	O
)	O
Setting	O
Angle	O
Distribution	O
(	O
deg	O
)	O
Turbine	B_TERM
Power	I_TERM
Required	O
,	O
P	O
(	O
W	O
)	O
Design	O
Wind	B_TERM
Velocity	I_TERM
,	O
U∞	O
(	O
m	O
/	O
s	O
)	O
Number	O
of	O
Blades	B_TERM
,	O
B	O
I	O
N	O
P	O
U	O
T	O
S	O
Airfoil	B_TERM
Type	O
E	O
X	O
E	O
C	O
U	O
T	O
I	O
O	O
N	O
Designed	O
Blade	B_TERM
Design	O
Conditions	O
O	O
U	O
T	O
P	O
U	O
T	O
S	O
Modified	O
Blade	B_TERM
Blade	B_TERM
Geometry	I_TERM
CP	B_TERM
&	O
λ	O
c	O
/	O
R	O
&	O
r	O
/	O
R	O
θ	O
&	O
r	O
/	O
R	O
CP	B_TERM
&	O
λ	O
c	O
/	O
R	O
&	O
r	O
/	O
R	O
θ	O
&	O
r	O
/	O
R	O
Figure	O
5.4	O
Flow	O
Schematic	O
of	O
HAWT	B_TERM
Blade	I_TERM
Design	I_TERM
program	O
5.3	O
SAMPLE	O
BLADE	B_TERM
DESIGN	I_TERM
ON	O
BLADESIGN	O
PROGRAM	O
In	O
this	O
section	O
a	O
sample	O
blade	B_TERM
design	I_TERM
will	O
be	O
demonstrated	O
on	O
blade	B_TERM
design	I_TERM
program	O
according	O
to	O
the	O
