TOKEN	NE-COARSE-LIT	MISC
de	O	
aard	O	
van	O	
de	O	
rechten	O	
die	O	
worden	O	
verleend	O	
.	O	
De	O	
bedragen	O	
verschillen	O	
doorgaans	O	
naargelang	O	
men	O	
pachter	O	
of	O	
eigenaar	O	
is	O	
.	O	
Er	O	
kunnen	O	
vergoedingen	O	
voorzien	O	
worden	O	
per	O	
turbine	B-TERM	
,	O	
elektriciteitscabine	B-TERM	
,	O	
voor	O	
overdraaiende	O	
wieken	B-TERM	
(	O	
slagschaduw	B-TERM	
)	O	
,	O	
onder-	O	
en	O	
bovengrondse	O	
innamen	O	
,	O	
enz.	O	
De	O	
vergoedingen	O	
worden	O	
meestal	O	
jaarlijks	O	
uitbetaald	O	
.	O	
Deze	O	
bedragen	O	
worden	O	
logischerwijze	O	
geïndexeerd	O	
;	O	
een	O	
percentage	O	
van	O	
de	O	
inkomsten	O	
gegenereerd	O	
door	O	
de	O	
windturbine	B-TERM	
.	O	
Deze	O	
inkomsten	O	
kunnen	O	
voorkomen	O	
uit	O	
enerzijds	O	
de	O	
verkoop	O	
van	O	
de	O	
geproduceerde	O	
stroom	B-TERM	
en	O	
anderzijds	O	
de	O	
verkoop	O	
van	O	
groene	B-TERM	
stroom-	I-TERM	
of	O	
CO2-certificaten	B-TERM	
.	O	
Het	O	
is	O	
echter	O	
aangewezen	O	
hierbij	O	
een	O	
minimum	O	
te	O	
hanteren	O	
,	O	
bijvoorbeeld	O	
op	O	
basis	O	
van	O	
de	O	
gemiddelde	O	
opbrengst	O	
van	O	
een	O	
windturbine	B-TERM	
met	O	
eenzelfde	O	
vermogen	B-TERM	
.	O	
De	O	
exploitant	O	
neemt	O	
verder	O	
ook	O	
alle	O	
kosten	O	
en	O	
taksen	O	
die	O	
betrekking	O	
hebben	O	
op	O	
het	O	
perceel	O	
in	O	
kwestie	O	
te	O	
zijnen	O	
laste	O	
,	O	
inclusief	O	
onroerende	O	
voorheffing	O	
.	O	
Bouw	O	
De	O	
bouwwerkzaamheden	O	
mogen	O	
de	O	
activiteiten	O	
van	O	
de	O	
grondeigenaar	O	
zo	O	
weinig	O	
mogelijk	O	
hinderen	O	
en	O	
moeten	O	
daarom	O	
ruime	O	
tijd	O	
op	O	
voorhand	O	
worden	O	
gecommuniceerd	O	
.	O	
Uiteraard	O	
moet	O	
de	O	
exploitant	O	
instaan	O	
voor	O	
alle	O	
bouwkosten	O	
en	O	
ook	O	
de	O	
nodige	O	
veiligheidsmaatregelen	O	
treffen	O	
.	O	
Indien	O	
men	O	
voor	O	
de	O	
bouw	O	
gebruik	O	
zal	O	
maken	O	
van	O	
een	O	
'	O	
tijdelijk	O	
'	O	
werkvlak	O	
is	O	
best	O	
een	O	
maximumtermijn	O	
af	O	
te	O	
spreken	O	
.	O	
De	O	
exploitant	O	
zal	O	
tenslotte	O	
zijn	O	
verantwoordelijkheid	O	
moeten	O	
erkennen	O	
voor	O	
elke	O	
vorm	O	
van	O	
schade	O	
die	O	
door	O	
de	O	
bouwwerkzaamheden	O	
zou	O	
veroorzaakt	O	
worden	O	
en	O	
daartoe	O	
de	O	
nodige	O	
verzekeringen	O	
afsluiten	O	
.	O	
Exploitatie	O	
Onder	O	
deze	O	
rubriek	O	
is	O	
het	O	
belangrijk	O	
te	O	
bepalen	O	
dat	O	
de	O	
exploitant	O	
aansprakelijk	O	
zal	O	
zijn	O	
voor	O	
elke	O	
vorm	O	
van	O	
schade	O	
veroorzaakt	O	
door	O	
de	O	
exploitatie	O	
gedurende	O	
de	O	
duur	O	
van	O	
het	O	
contract	O	
.	O	
De	O	
exploitant	O	
zal	O	
daartoe	O	
idealiter	O	
een	O	
verzekeringspolis	O	
afsluiten	O	
.	O	
Duur	O	
–	O	
opzeg	O	
–	O	
afbraak	O	
Hier	O	
wordt	O	
de	O	
duurtijd	O	
van	O	
het	O	
contract	O	
beschreven	O	
vanaf	O	
de	O	
datum	O	
van	O	
het	O	
verlijden	O	
van	O	
de	O	
notariële	O	
akte	O	
tot	O	
het	O	
verstrijken	O	
van	O	
de	O	
eindduur	O	
,	O	
bijvoorbeeld	O	
twintig	O	
jaar	O	
vanaf	O	
voltooiing	O	
der	O	
bouwwerken	O	
,	O	
of	O	
vroeger	O	
in	O	
het	O	
geval	O	
de	O	
één	O	
van	O	
de	O	
vereiste	O	
vergunningen	O	
zou	O	
vervallen	O	
.	O	
De	O	
mogelijkheid	O	
te	O	
verlengen	O	
bij	O	
het	O	
verstrijken	O	
van	O	
de	O	
eindduur	O	
kan	O	
worden	O	
voorzien	O	
mits	O	
wederzijds	O	
akkoord	O	
van	O	
de	O	
partijen	O	
op	O	
dat	O	
moment	O	
.	O	
Het	O	
kan	O	
interessanter	O	
zijn	O	
voor	O	
de	O	
grondeigenaar	O	
dat	O	
de	O	
overeenkomst	O	
automatisch	O	
vervalt	O	
vermits	O	
in	O	
dat	O	
geval	O	
voor	O	
de	O	
toekomst	O	
een	O	
hernegociatie	O	
mogelijk	O	
is	O	
,	O	
wellicht	O	
aan	O	
interessantere	O	
voorwaarden	O	
(	O	
bv.	O	
indien	O	
gestegen	O	
energieprijzen	O	
)	O	
.	O	
Meestal	O	
wordt	O	
ook	O	
in	O	
een	O	
opzegmogelijkheid	O	
voorzien	O	
voor	O	
beide	O	
partijen	O	
na	O	
het	O	
verstrijken	O	
van	O	
een	O	
bepaalde	O	
minimumduur	O	
.	O	
Na	O	
beëindiging	O	
van	O	
de	O	
overeenkomst	O	
moet	O	
er	O	
ook	O	
worden	O	
voorzien	O	
wat	O	
er	O	
zal	O	
gebeuren	O	
met	O	
de	O	
turbine	B-TERM	
en	O	
bijhorende	O	
installatie	O	
:	O	
ofwel	O	
voorziet	O	
men	O	
dat	O	
de	O	
exploitant	O	
de	O	
volledige	O	
installatie	O	
met	O	
toebehoren	O	
zal	O	
wegnemen	O	
op	O	
eigen	O	
kosten	O	
binnen	O	
x-aantal	O	
tijd	O	
,	O	
bijvoorbeeld	O	
6	O	
maanden	O	
.	O	
De	O	
exploitant	O	
heeft	O	
hierbij	O	
de	O	
verplichting	O	
het	O	
terrein	O	
terug	O	
te	O	
brengen	O	
in	O	
de	O	
oorspronkelijke	O	
toestand	O	
.	O	
Het	O	
kan	O	
aangewezen	O	
zijn	O	
ter	O	
beoordeling	O	
daartoe	O	
voor	O	
de	O	
bouwwerken	O	
foto's	O	
te	O	
nemen	O	
van	O	
de	O	
locatie	O	
en	O	
deze	O	
op	O	
te	O	
nemen	O	
in	O	
een	O	
door	O	
beide	O	
partijen	O	
ondertekende	O	
plaatsbeschrijving	O	
.	O	
Het	O	
is	O	
eveneens	O	
belangrijk	O	
dat	O	
de	O	
exploitant	O	
het	O	
terrein	O	
hersteld	O	
tot	O	
x-aantal	O	
meter	O	
onder	O	
het	O	
maaiveld	B-TERM	
gelet	O	
op	O	
ondergrondse	O	
leidingen	O	
en	O	
dergelijke	O	
meer	O	
.	O	
ofwel	O	
kan	O	
ook	O	
worden	O	
voorzien	O	
dat	O	
de	O	
grondeigenaar	O	
het	O	
recht	O	
zal	O	
hebben	O	
de	O	
installatie	O	
over	O	
te	O	
nemen	O	
tegen	O	
een	O	
bepaalde	O	
of	O	
bepaalbare	O	
prijs	O	
.	O	
In	O	
het	O	
bijzonder	O	
zou	O	
men	O	
ook	O	
moeten	O	
voorzien	O	
wat	O	
er	O	
gebeurt	O	
in	O	
het	O	
scenario	O	
van	O	
een	O	
mogelijk	O	
faillissement	O	
van	O	
de	O	
exploitant	O	
.	O	
Idealiter	O	
zal	O	
de	O	
curator	O	
een	O	
overnemer	O	
vinden	O	
die	O	
in	O	
de	O	
rechten	O	
en	O	
plichten	O	
treedt	O	
van	O	
de	O	
gefailleerde	O	
exploitant	O	
.	O	
Indien	O	
dit	O	
echter	O	
niet	O	
het	O	
geval	O	
is	O	
,	O	
zal	O	
de	O	
volledige	O	
installatie	O	
moeten	O	
afgebroken	O	
worden	O	
:	O	
de	O	
curator	O	
zal	O	
echter	O	
zelden	O	
over	O	
de	O	
nodige	O	
financiële	O	
middelen	O	
beschikken	O	
om	O	
dit	O	
te	O	
realiseren	O	
.	O	
Vandaar	O	
dat	O	
het	O	
interessant	O	
kan	O	
zijn	O	
vanwege	O	
de	O	
exploitant	O	
een	O	
bankgarantie	O	
te	O	
bedingen	O	
.	O	
Deze	O	
zou	O	
dan	O	
iets	O	
ruimer	O	
kunnen	O	
worden	O	
geformuleerd	O	
namelijk	O	
ter	O	
dekking	O	
van	O	
alle	O	
mogelijke	O	
verplichtingen	O	
die	O	
de	O	
exploitant	O	
zou	O	
kunnen	O	
hebben	O	
ten	O	
aanzien	O	
van	O	
de	O	
grondeigenaar	O	
,	O	
inclusief	O	
een	O	
mogelijke	O	
vergoeding	O	
voor	O	
de	O	
afbraak	O	
van	O	
de	O	
installatie	O	
ten	O	
laste	O	
van	O	
de	O	
exploitant	O	
,	O	
al	O	
dan	O	
niet	O	
na	O	
faillissement	O	
.	O	
Aansprakelijkheid	O	
Het	O	
is	O	
logisch	O	
te	O	
bepalen	O	
dat	O	
vergunningsaanvraag	O	
,	O	
bouw	O	
en	O	
exploitatie	O	
volledig	O	
op	O	
kosten	O	
en	O	
risico	O	
van	O	
de	O	
exploitant	O	
zullen	O	
gebeuren	O	
.	O	
Bijgevolg	O	
moet	O	
ook	O	
voorzien	O	
worden	O	
dat	O	
de	O	
exploitant	O	
jegens	O	
de	O	
grondeigenaar	O	
of	O	
pachter	O	
volledig	O	
aansprakelijk	O	
zal	O	
zijn	O	
voor	O	
alle	O	
mogelijke	O	
rechtstreekse	O	
of	O	
onrechtstreekse	O	
schade	O	
die	O	
zou	O	
veroorzaakt	O	
worden	O	
door	O	
bouw	O	
of	O	
exploitatie	O	
.	O	
Belang	O	
van	O	
notariële	O	
a	O	
kte	O	
en	O	
contractregistratie	O	
De	O	
wet	O	
rond	O	
recht	B-TERM	
van	I-TERM	
opstal	I-TERM	
is	O	
zeer	O	
beperkt	O	
en	O	
beslaat	O	
slechts	O	
negen	O	
artikelen	O	
.	O	
Zij	O	
laat	O	
veel	O	
ruimte	O	
voor	O	
persoonlijke	O	
invulling	O	
van	O	
diverse	O	
aspecten	O	
die	O	
verbonden	O	
zijn	O	
aan	O	
het	O	
opstalrecht	B-TERM	
.	O	
De	O	
praktijk	O	
leert	O	
dat	O	
in	O	
de	O	
materie	O	
van	O	
windturbines	B-TERM	
de	O	
opmaak	O	
van	O	
de	O	
notariële	O	
akte	O	
vergeten	O	
wordt	O	
.	O	
De	O	
notariële	O	
akte	O	
is	O	
niet	O	
alleen	O	
verplicht	O	
.	O	
Het	O	
gebrek	O	
aan	O	
dergelijke	O	
overeenkomst	O	
creëert	O	
ook	O	
grote	O	
nadelen	O	
.	O	
Of	O	
anders	O	
gesteld	O	
de	O	
notariële	O	
akte	O	
biedt	O	
een	O	
heel	O	
aantal	O	
voordelen	O	
voor	O	
de	O	
contractspartijen	O	
.	O	
Een	O	
notariële	O	
akte	O	
bezit	O	
uitvoerbare	O	
kracht	O	
die	O	
gelijkgesteld	O	
wordt	O	
aan	O	
een	O	
rechterlijke	O	
uitspraak	O	
die	O	
in	O	
kracht	O	
gewijsde	O	
gegaan	O	
is	O	
.	O	
Dit	O	
betekent	O	
dat	O	
de	O	
persoon	O	
die	O	
bijvoorbeeld	O	
de	O	
betaling	O	
wenst	O	
te	O	
ontvangen	O	
met	O	
een	O	
notariële	O	
akte	O	
een	O	
omslachtige	O	
invorderingsprocedure	O	
uit	O	
de	O	
weg	O	
kan	O	
gaan	O	
en	O	
onmiddellijk	O	
een	O	
deurwaarder	O	
kan	O	
aanspreken	O	
.	O	
De	O	
notariële	O	
akte	O	
heeft	O	
een	O	
sterke	O	
bewijskracht	O	
.	O	
Een	O	
dergelijke	O	
akte	O	
houdt	O	
een	O	
volledig	O	
bewijs	O	
in	O	
van	O	
hetgeen	O	
erin	O	
vervat	O	
is	O	
.	O	
De	O	
feiten	O	
en	O	
vaststellingen	O	
die	O	
de	O	
notaris	O	
doet	O	
en	O	
de	O	
verklaringen	O	
die	O	
de	O	
notaris	O	
akteert	O	
kunnen	O	
niet	O	
meer	O	
ontkend	O	
worden	O	
tenzij	O	
er	O	
een	O	
rechtstreekse	O	
strafrechtelijke	O	
procedure	O	
wegens	O	
valsheid	O	
in	O	
geschrifte	O	
ingesteld	O	
wordt	O	
,	O	
hetgeen	O	
een	O	
zware	O	
tegenbewijslast	O	
met	O	
zich	O	
meebrengt	O	
voor	O	
hij	O	
die	O	
de	O	
bewering	O	
uit	O	
.	O	
Zo	O	
kan	O	
een	O	
probleem	O	
opduiken	O	
bij	O	
een	O	
onderhandse	O	
akte	O	
wanneer	O	
de	O	
betrokkene	O	
zijn	O	
handtekening	O	
ontkent	O	
.	O	
De	O	
erfgenamen	O	
kunnen	O	
bij	O	
overlijden	O	
van	O	
een	O	
contractspartij	O	
zich	O	
vergenoegen	O	
met	O	
de	O	
bewijslast	O	
van	O	
een	O	
handtekening	O	
ten	O	
laste	O	
te	O	
leggen	O	
van	O	
de	O	
tegenpartij	O	
.	O	
Het	O	
komt	O	
dan	O	
aan	O	
de	O	
persoon	O	
toe	O	
die	O	
de	O	
overeenkomst	O	
wil	O	
uitgevoerd	O	
zien	O	
de	O	
handtekening	O	
van	O	
de	O	
medecontractpartij	O	
te	O	
bewijzen	O	
,	O	
dan	O	
wel	O	
dat	O	
deze	O	
door	O	
de	O	
bevoegde	O	
persoon	O	
getekend	O	
werd	O	
.	O	
Dit	O	
brengt	O	
niet	O	
zelden	O	
kosten	O	
en	O	
tijdverlies	O	
met	O	
zich	O	
mee	O	
en	O	
houdt	O	
soms	O	
onbegonnen	O	
werk	O	
in	O	
.	O	
Als	O	
de	O	
handtekening	O	
van	O	
de	O	
overeenkomst	O	
of	O	
de	O	
inhoud	O	
ervan	O	
vastgesteld	O	
is	O	
door	O	
een	O	
notaris	O	
in	O	
een	O	
notariële	O	
akte	O	
,	O	
dan	O	
kan	O	
de	O	
handtekening	O	
niet	O	
meer	O	
betwist	O	
worden	O	
.	O	
Van	O	
belang	O	
is	O	
ook	O	
de	O	
verzekerde	O	
bewaring	O	
.	O	
Dit	O	
houdt	O	
een	O	
zekere	O	
geruststelling	O	
voor	O	
de	O	
betrokken	O	
partijen	O	
in	O	
die	O	
niet	O	
bevreesd	O	
hoeven	O	
te	O	
zijn	O	
.	O	
Telkens	O	
kunnen	O	
partijen	O	
een	O	
nieuw	O	
authentiek	O	
afschrift	O	
ontvangen	O	
dat	O	
gelijkwaardig	O	
is	O	
aan	O	
het	O	
origineel	O	
.	O	
De	O	
Opstalwet	B-TERM	
schrijft	O	
de	O	
verplichting	O	
van	O	
de	O	
overschrijving	O	
letterlijk	O	
voor	O	
.	O	
De	O	
authenticiteit	O	
is	O	
ook	O	
vereist	O	
voor	O	
de	O	
bekendmaking	O	
of	O	
overschrijving	O	
in	O	
de	O	
registers	O	
van	O	
Hypotheekkantoor	O	
.	O	
Dit	O	
mechanisme	B-TERM	
zorgt	O	
ervoor	O	
dat	O	
ten	O	
aanzien	O	
van	O	
alle	O	
derden	O	
het	O	
opstalrecht	B-TERM	
tegenstelbaar	O	
is	O	
.	O	
Dit	O	
betekent	O	
ook	O	
dat	O	
de	O	
grondeigenaar	O	
of	O	
diens	O	
rechtsopvolgers	O	
ter	O	
goeder	O	
of	O	
kwader	O	
trouw	O	
niet	O	
andermaal	O	
rechten	O	
kan	O	
toekennen	O	
op	O	
dit	O	
perceel	O	
.	O	
De	O	
derde	O	
zou	O	
via	O	
de	O	
registers	O	
te	O	
weten	O	
komen	O	
dat	O	
dergelijk	O	
recht	O	
niet	O	
nogmaals	O	
kan	O	
toegekend	O	
worden	O	
.	O	
Ook	O	
omgekeerd	O	
kan	O	
de	O	
opstalhouder	B-TERM	
,	O	
eens	O	
de	O	
vereiste	O	
overschrijving	O	
van	O	
de	O	
akte	O	
plaatsvond	O	
in	O	
het	O	
betrokken	O	
register	O	
van	O	
het	O	
hypotheekkantoor	O	
,	O	
rechten	O	
toestaan	O	
op	O	
het	O	
opstalrecht	B-TERM	
zoals	O	
een	O	
hypotheek	O	
vestigen	O	
.	O	
Alleen	O	
notariële	O	
akten	O	
worden	O	
aanvaard	O	
voor	O	
overschrijving	O	
op	O	
het	O	
Hypotheekkantoor	O	
wegens	O	
hun	O	
hoge	O	
graad	O	
van	O	
vertrouwen	O	
die	O	
de	O	
wet	O	
en	O	
de	O	
praktijk	O	
aan	O	
die	O	
akten	O	
toekennen	O	
.	O	
De	O	
opstalovereenkomsten	B-TERM	
worden	O	
dikwijls	O	
afgesloten	O	
met	O	
de	O	
last	O	
voor	O	
de	O	
opstalhouder	B-TERM	
een	O	
constructie	O	
op	O	
te	O	
richten	O	
of	O	
andere	O	
bijzondere	O	
werken	O	
in	O	
casu	O	
de	O	
oprichting	O	
van	O	
windturbines	B-TERM	
uit	O	
te	O	
voeren	O	
.	O	
Men	O	
zal	O	
in	O	
de	O	
akte	O	
deze	O	
verplichtingen	O	
omschrijven	O	
in	O	
verband	O	
met	O	
het	O	
voorwerp	O	
van	O	
het	O	
in	O	
opstal	B-TERM	
gegeven	O	
goed	O	
en	O	
van	O	
de	O	
op	O	
te	O	
richten	O	
opstallen	B-TERM	
,	O	
onder	O	
meer	O	
:	O	
verwijzen	O	
naar	O	
al	O	
bestaande	O	
plannen	O	
,	O	
schetsen	O	
en	O	
bestekken	O	
.	O	
Vestigen	O	
van	O	
erfdienstbaarheden	O	
en	O	
nagaan	O	
naar	O	
de	O	
gevolgen	O	
van	O	
en	O	
voor	O	
bestaande	O	
erfdienstbaarheden	O	
;	O	
een	O	
termijn	O	
bepalen	O	
i.v.m.	O	
de	O	
aanvang	O	
en	O	
de	O	
beëindiging	O	
van	O	
de	O	
werken	O	
;	O	
vermelden	O	
dat	O	
de	O	
werken	O	
worden	O	
bekostigd	O	
door	O	
de	O	
opstalhouder	B-TERM	
en	O	
worden	O	
uitgevoerd	O	
onder	O	
zijn	O	
verantwoordelijkheid	O	
en	O	
conform	O	
de	O	
vereiste	O	
goedkeuringen	O	
van	O	
de	O	
stedenbouw	O	
en	O	
administratieve	O	
overheden	O	
;	O	
voorzien	O	
in	O	
het	O	
feit	O	
dat	O	
voor	O	
alle	O	
wijzigingen	O	
aan	O	
de	O	
plannen	O	
en	O	
de	O	
gebouwen	O	
de	O	
goedkeuring	O	
van	O	
de	O	
grondeigenaar	O	
vereist	O	
is	O	
.	O	
Registratieplicht	O	
en	O	
mutatie	O	
op	O	
registratiekantoor	O	
en	O	
kadaster	O	
.	O	
Wordt	O	
de	O	
opstalovereenkomst	B-TERM	
in	O	
een	O	
notariële	O	
akte	O	
vervat	O	
dan	O	
volgt	O	
daar	O	
een	O	
automatische	O	
registratie	O	
van	O	
de	O	
akte	O	
op	O	
.	O	
De	O	
diensten	O	
van	O	
kadaster	O	
en	O	
registratie	O	
zorgen	O	
ervoor	O	
dat	O	
de	O	
nodige	O	
kadastrale	O	
aanpassingen	O	
plaatsvinden	O	
zodat	O	
de	O	
correcte	O	
rechthebbende	O	
van	O	
de	O	
constructies	O	
gekend	O	
is	O	
.	O	
Daaruit	O	
volgt	O	
dat	O	
de	O	
grondeigenaar	O	
de	O	
aanslag	O	
voor	O	
de	O	
onroerende	O	
voorheffing	O	
zal	O	
ontvangen	O	
voor	O	
de	O	
grond	O	
en	O	
de	O	
opstalhouder	B-TERM	
voor	O	
het	O	
betrokken	O	
opstal	B-TERM	
.	O	
Is	O	
de	O	
overeenkomst	O	
definitief	O	
dan	O	
wordt	O	
ook	O	
het	O	
registratierecht	O	
van	O	
0,2	O	
%	O	
op	O	
de	O	
opstalvergoeding	B-TERM	
opvorderbaar	O	
(	O	
dit	O	
percentage	O	
wordt	O	
berekend	O	
op	O	
de	O	
opstalvergoeding	B-TERM	
die	O	
eenmalig	O	
is	O	
dan	O	
wel	O	
gecumuleerd	O	
wordt	O	
en	O	
aangevuld	O	
dient	O	
te	O	
zijn	O	
met	O	
de	O	
andere	O	
lasten	O	
in	O	
hoofde	O	
van	O	
de	O	
opstalhouder	B-TERM	
.	O	
Wanneer	O	
deze	O	
niet	O	
uit	O	
de	O	
akte	O	
blijkt	O	
,	O	
moet	O	
deze	O	
expliciet	O	
vermeld	O	
worden	O	
in	O	
een	O	
fiscale	O	
verklaring	O	
in	O	
of	O	
onderaan	O	
de	O	
akte	O	
)	O	
.	O	
De	O	
vestiging	O	
of	O	
overdracht	O	
van	O	
een	O	
opstal	B-TERM	
is	O	
tevens	O	
een	O	
verplicht	O	
te	O	
registreren	O	
akte	O	
binnen	O	
de	O	
termijn	O	
van	O	
vier	O	
maanden	O	
.	O	
Bij	O	
die	O	
gelegenheid	O	
moeten	O	
ook	O	
de	O	
registratierechten	O	
betaald	O	
worden	O	
.	O	
Deze	O	
zijn	O	
in	O	
de	O	
regel	O	
betaalbaar	O	
door	O	
de	O	
opstalhouder	B-TERM	
maar	O	
ook	O	
de	O	
grondeigenaar	O	
kan	O	
aangesproken	O	
worden	O	
door	O	
het	O	
registratiekantoor	O	
en	O	
is	O	
hoofdelijk	O	
gehouden	O	
.	O	
Een	O	
recht	B-TERM	
van	I-TERM	
opstal	I-TERM	
kan	O	
overeengekomen	O	
worden	O	
met	O	
of	O	
zonder	O	
tegenprestatie	O	
.	O	
Wanneer	O	
een	O	
tegenprestatie	O	
wordt	O	
overeengekomen	O	
zal	O	
men	O	
oog	O	
hebben	O	
voor	O	
de	O	
aanvang	O	
en	O	
beëindiging	O	
van	O	
de	O	
betalingsmodaliteiten	O	
,	O	
voor	O	
de	O	
eventuele	O	
garanties	O	
voor	O	
de	O	
betaling	O	
,	O	
de	O	
periodiciteit	O	
die	O	
gepaard	O	
gaat	O	
met	O	
een	O	
lopende	O	
opdracht	O	
of	O	
domiciliëring	O	
via	O	
overschrijving	O	
op	O	
een	O	
door	O	
de	O	
grondeigenaar	O	
aan	O	
te	O	
duiden	O	
rekening	O	
,	O	
de	O	
indexering	O	
,	O	
…	O	
.	O	
Onbeschikbaarheidsvergoeding	O	
.	O	
Wanneer	O	
een	O	
opstalovereenkomst	B-TERM	
afhankelijk	O	
is	O	
van	O	
een	O	
opschortende	O	
voorwaarde	O	
voor	O	
het	O	
bekomen	O	
van	O	
de	O	
nodige	O	
stedenbouwkundige	O	
en	O	
administratieve	O	
vergunningen	O	
,	O	
kunnen	O	
dergelijke	O	
vergunning	O	
een	O	
tijd	O	
in	O	
beslag	O	
nemen	O	
.	O	
Het	O	
is	O	
niet	O	
ongebruikelijk	O	
dat	O	
hiervoor	O	
een	O	
derving	O	
of	O	
onbeschikbaarheidsvergoeding	O	
wordt	O	
overeengekomen	O	
wat	O	
met	O	
zich	O	
meebrengt	O	
dat	O	
de	O	
rechthebbende	O	
van	O	
het	O	
betrokken	O	
perceel	O	
niet	O	
in	O	
de	O	
mogelijkheid	O	
was	O	
om	O	
over	O	
het	O	
perceel	O	
te	O	
beschikken	O	
.	O	
De	O	
eigenaar	O	
wordt	O	
bijvoorbeeld	O	
na	O	
de	O	
ondertekening	O	
van	O	
een	O	
voorwaarderlijke	O	
toekenning	O	
van	O	
een	O	
opstalrecht	B-TERM	
de	O	
mogelijkheid	O	
ontzegd	O	
nog	O	
te	O	
verkopen	O	
of	O	
een	O	
andere	O	
recht	O	
toe	O	
te	O	
staan	O	
aan	O	
derden	O	
,	O	
terwijl	O	
er	O	
onzekerheid	O	
bestaat	O	
omtrent	O	
de	O	
afloop	O	
van	O	
de	O	
voorwaardelijke	O	
verbintenis	O	
,	O	
met	O	
name	O	
het	O	
al	O	
dan	O	
niet	O	
bekomen	O	
van	O	
de	O	
vergunningen	O	
.	O	
Om	O	
het	O	
evenwicht	O	
te	O	
herstellen	O	
kan	O	
een	O	
onbeschikbaarheidsvergoeding	O	
nuttig	O	
zijn	O	
.	O	
Opstal	B-TERM	
houdt	O	
het	O	
recht	O	
in	O	
om	O	
werken	O	
en	O	
constructies	O	
op	O	
iemand	O	
anders	O	
grond	O	
in	O	
te	O	
planten	O	
.	O	
Dit	O	
impliceert	O	
dan	O	
ook	O	
dat	O	
het	O	
perceel	O	
vrij	O	
van	O	
gebruik	O	
moet	O	
zijn	O	
.	O	
Dit	O	
zal	O	
niet	O	
het	O	
geval	O	
zijn	O	
als	O	
de	O	
betrokken	O	
oppervlakte	O	
verhuurd	O	
of	O	
verpacht	O	
is	O	
.	O	
De	O	
grondeigenaar	O	
zal	O	
met	O	
respect	O	
voor	O	
zijn	O	
plichten	O	
de	O	
gebruiker	O	
in	O	
de	O	
onderhandelingen	O	
dienen	O	
te	O	
betrekken	O	
dan	O	
wel	O	
ervoor	O	
te	O	
zorgen	O	
dat	O	
er	O	
rechtsgeldig	O	
een	O	
einde	O	
komt	O	
aan	O	
het	O	
betreffende	O	
huurcontract	O	
om	O	
zo	O	
de	O	
aanwending	O	
van	O	
het	O	
perceel	O	
aan	O	
de	O	
opstalhouder	B-TERM	
toe	O	
te	O	
staan	O	
.	O	
De	O	
overeenkomst	O	
dient	O	
ook	O	
een	O	
aantal	O	
verplichte	O	
stedenbouwkundige	O	
vermeldingen	O	
op	O	
te	O	
nemen	O	
die	O	
voorgeschreven	O	
zijn	O	
door	O	
de	O	
Vlaamse	B-TERM	
Codex	I-TERM	
Ruimtelijke	I-TERM	
ordeningen	I-TERM	
.	O	
Naargelang	O	
de	O	
gemeente	O	
waarin	O	
het	O	
betrokken	O	
perceel	O	
gelegen	O	
is	O	
,	O	
zal	O	
veelal	O	
een	O	
stedenbouwkundig	O	
uittreksel	O	
vereist	O	
zijn	O	
.	O	
Het	O	
bodemdecreet	O	
moet	O	
eveneens	O	
nageleefd	O	
worden	O	
.	O	
Een	O	
bodemattest	O	
is	O	
in	O	
principe	O	
eveneens	O	
vereist	O	
evenals	O	
de	O	
weergave	O	
van	O	
de	O	
inhoud	O	
in	O	
de	O	
overeenkomst	O	
.	O	
Voor	O	
risicogronden	O	
gelden	O	
bijzondere	O	
regels	O	
inzake	O	
onderzoek	O	
en	O	
eventuele	O	
sanering	O	
.	O	
Worden	O	
deze	O	
voorschriften	O	
niet	O	
nageleefd	O	
dan	O	
kan	O	
de	O	
overeenkomst	O	
nietig	O	
verklaard	O	
worden	O	
.	O	
De	O	
overeenkomst	O	
kan	O	
ook	O	
overdrachtsbeperkingen	O	
voor	O	
de	O	
opstalhouder	B-TERM	
voorschrijven	O	
.	O	
Dit	O	
houdt	O	
in	O	
dat	O	
er	O	
een	O	
beperking	O	
opgelegd	O	
wordt	O	
voor	O	
de	O	
houder	O	
van	O	
het	O	
opstalrecht	B-TERM	
om	O	
dit	O	
recht	O	
over	O	
te	O	
dragen	O	
aan	O	
een	O	
derde	O	
.	O	
Op	O	
die	O	
manier	O	
wordt	O	
een	O	
persoonlijke	O	
band	O	
gecreëerd	O	
met	O	
de	O	
opstalhouder	B-TERM	
en	O	
kan	O	
dit	O	
recht	O	
niet	O	
buiten	O	
de	O	
toestemming	O	
van	O	
de	O	
grondeigenaar	O	
om	O	
vervreemd	O	
worden	O	
zodat	O	
de	O	
grondeigenaar	O	
steeds	O	
weet	O	
wie	O	
houder	O	
van	O	
de	O	
opstallen	B-TERM	
,	O	
dito	O	
constructies	O	
,	O	
is	O	
.	O	
Een	O	
soortgelijke	O	
oplossing	O	
kan	O	
erin	O	
bestaan	O	
te	O	
bedingen	O	
dat	O	
bij	O	
vervreemding	O	
de	O	
oorspronkelijke	O	
opstalhouder	B-TERM	
solidair	O	
gehouden	O	
blijft	O	
met	O	
de	O	
nieuwe	O	
verkrijger	O	
tot	O	
alle	O	
verbintenissen	O	
in	O	
de	O	
erfpachtakte	O	
bevat	O	
.	O	
Ook	O	
omgekeerd	O	
