TOKEN	NE-COARSE-LIT	MISC
la	O	
fréquence	B-TERM	
du	O	
réseau	B-TERM	
(	O	
fmes	O	
)	O	
.	O	
Dans	O	
l'	O	
objectif	O	
de	O	
normaliser	O	
les	O	
fonctions	O	
d'	O	
appartenance	O	
des	O	
entrées	O	
et	O	
des	O	
sorties	O	
du	O	
superviseur	O	
,	O	
les	O	
gains	O	
G1	O	
,	O	
G2	O	
,	O	
G3	O	
,	O	
G4	O	
et	O	
G5	O	
sont	O	
introduits	O	
.	O	
Le	O	
gain	O	
G1	O	
,	O	
appliqué	O	
à	O	
l'	O	
entrée	O	
ǻP	O	
du	O	
superviseur	O	
sera	O	
utilisé	O	
comme	O	
un	O	
paramètre	O	
de	O	
réglage	O	
du	O	
superviseur	O	
.	O	
En	O	
effet	O	
ce	O	
gain	O	
va	O	
influencer	O	
la	O	
dynamique	B-TERM	
de	O	
réglage	O	
du	O	
superviseur	O	
.	O	
Afin	O	
de	O	
maîtriser	O	
la	O	
dynamique	B-TERM	
du	O	
réglage	B-TERM	
primaire	I-TERM	
de	O	
la	O	
centrale	B-TERM	
multisources	I-TERM	
,	O	
deux	O	
droites	B-TERM	
de	I-TERM	
statisme	I-TERM	
sont	O	
directement	O	
appliquées	O	
aux	O	
niveaux	O	
des	O	
systèmes	B-TERM	
de	I-TERM	
stockage	I-TERM	
.	O	
Finalement	O	
les	O	
puissances	B-TERM	
de	O	
référence	O	
des	O	
éléments	O	
de	O	
stockage	O	
(	O	
66	O	
)	O	
sont	O	
la	O	
somme	O	
de	O	
deux	O	
termes	O	
;	O	
Pstock_ref1	O	
provenant	O	
du	O	
superviseur	B-TERM	
à	I-TERM	
logique	I-TERM	
floue	I-TERM	
et	O	
Pstock_ref2	O	
qui	O	
provient	O	
de	O	
la	O	
droite	B-TERM	
de	I-TERM	
statisme	I-TERM	
.	O	
Pstock_ref	O	
=	O	
Pstock_ref1	O	
+	O	
Pstock_ref2	O	
Avec	O	
Pstock_ref1	O	
=	O	
0	O	
pour	O	
50-BM	O	
<	O	
f	O	
<	O	
50+BM	O	
(	O	
66	O	
)	O	
Pstock_ref2	O	
=	O	
k	O	
ǻf	O	
pour	O	
f	O	
<	O	
50-BM	O	
où	O	
f	O	
>	O	
50	O	
+	O	
BM	O	
Ou	O	
k	O	
est	O	
la	O	
pente	O	
de	O	
la	O	
droite	B-TERM	
de	I-TERM	
statisme	I-TERM	
et	O	
BM	O	
correspond	O	
à	O	
la	O	
bande	O	
morte	O	
de	O	
réglage	O	
.	O	
iii	O	
.	O	
Détermination	O	
des	O	
graphes	B-TERM	
fonctionnels	I-TERM	
Vu	O	
la	O	
complexité	O	
du	O	
système	O	
;	O	
le	O	
graphe	B-TERM	
fonctionnel	I-TERM	
est	O	
composé	O	
d'	O	
un	O	
graphe	O	
principal	O	
présenté	O	
à	O	
la	O	
Figure	O	
215	O	
et	O	
d'	O	
un	O	
sous	O	
graphe	O	
présenté	O	
Figure	O	
216	O	
.	O	
La	O	
représentation	O	
en	O	
graphe	O	
principal	O	
et	O	
sous	O	
graphe	O	
permet	O	
une	O	
meilleure	O	
lisibilité	O	
du	O	
fonctionnement	O	
.	O	
214	O	
Niveau	O	
de	O	
stockage	O	
bas	O	
Niveau	O	
de	O	
stockage	O	
haut	O	
Garantir	O	
une	O	
disponibilité	O	
d'	O	
énergie	B-TERM	
Fournir	O	
la	O	
puissance	B-TERM	
de	O	
référence	O	
en	O	
maximisant	O	
l'	O	
énergie	B-TERM	
éolienne	I-TERM	
Garantir	O	
une	O	
capacité	O	
de	O	
stockage	B-TERM	
de	I-TERM	
l'	I-TERM	
énergie	I-TERM	
Niveau	O	
de	O	
stockage	O	
moyen	O	
Niveau	O	
de	O	
stockage	O	
moyen	O	
N1	O	
Réglage	B-TERM	
primaire	I-TERM	
¨f	O	
<	O	
0	O	
OU	O	
¨f	O	
>	O	
0	O	
N2	O	
¨f=0	O	
Figure	O	
215	O	
Graphe	B-TERM	
fonctionnel	I-TERM	
principal	O	
La	O	
supervision	O	
peut	O	
être	O	
séparée	O	
en	O	
deux	O	
parties	O	
N1	O	
et	O	
N2	O	
.	O	
La	O	
partie	O	
N1	O	
qui	O	
a	O	
pour	O	
but	O	
de	O	
garantir	O	
la	O	
fourniture	O	
de	O	
puissance	B-TERM	
de	O	
référence	O	
en	O	
maximisant	O	
la	O	
puissance	B-TERM	
éolienne	I-TERM	
et	O	
de	O	
garantir	O	
une	O	
disponibilité	O	
d'	O	
énergie	B-TERM	
ainsi	O	
qu'	O	
une	O	
capacité	O	
d'	O	
absorption	O	
d'	O	
énergie	B-TERM	
.	O	
La	O	
stratégie	O	
de	O	
supervision	O	
est	O	
basée	O	
sur	O	
la	O	
gestion	O	
des	O	
systèmes	B-TERM	
de	I-TERM	
stockage	I-TERM	
.	O	
Ces	O	
systèmes	B-TERM	
de	I-TERM	
stockage	I-TERM	
constituent	O	
les	O	
premiers	O	
niveaux	O	
d'	O	
action	O	
.	O	
En	O	
effet	O	
,	O	
le	O	
passage	O	
d'	O	
un	O	
graphe	O	
à	O	
l'	O	
autre	O	
dépend	O	
du	O	
niveau	O	
de	O	
stockage	O	
.	O	
La	O	
Figure	O	
216	O	
présente	O	
les	O	
graphes	O	
détaillés	O	
des	O	
modes	O	
de	O	
fonctionnement	O	
N1	O	
et	O	
N2	O	
.	O	
Le	O	
mode	O	
de	O	
fonctionnement	O	
N1	O	
est	O	
divisé	O	
en	O	
deux	O	
parties	O	
:	O	
N1.1	O	
qui	O	
détermine	O	
les	O	
puissances	B-TERM	
de	O	
référence	O	
en	O	
fonction	O	
du	O	
niveau	O	
de	O	
stockage	B-TERM	
à	I-TERM	
court	I-TERM	
terme	I-TERM	
et	O	
N1.2	O	
qui	O	
détermine	O	
les	O	
puissances	B-TERM	
de	O	
référence	O	
en	O	
fonction	O	
du	O	
niveau	O	
de	O	
stockage	B-TERM	
à	I-TERM	
long	I-TERM	
terme	I-TERM	
.	O	
215	O	
de	O	
stockage	B-TERM	
court	I-TERM	
terme	I-TERM	
doit	O	
être	O	
nulle	O	
(	O	
N1.111	O	
)	O	
.	O	
Si	O	
la	O	
puissance	B-TERM	
Pmulti	O	
est	O	
inférieure	O	
à	O	
la	O	
puissance	B-TERM	
de	O	
centrale	B-TERM	
multisources	I-TERM	
(	O	
Pmulti	O	
)	O	
est	O	
égale	O	
à	O	
la	O	
puissance	B-TERM	
de	O	
référence	O	
la	O	
puissance	B-TERM	
de	O	
référence	O	
du	O	
système	O	
les	O	
fluctuations	O	
de	O	
puissance	B-TERM	
du	O	
générateur	B-TERM	
éolien	I-TERM	
qui	O	
fonctionne	O	
en	O	
MDP	B-TERM	
.	O	
Lorsque	O	
la	O	
puissance	B-TERM	
de	O	
la	O	
niveau	O	
de	O	
stockage	B-TERM	
à	I-TERM	
court	I-TERM	
terme	I-TERM	
est	O	
moyen	O	
,	O	
les	O	
systèmes	B-TERM	
de	I-TERM	
stockage	I-TERM	
ont	O	
pour	O	
objectif	O	
de	O	
compenser	O	
Niveau	O	
de	O	
stockage	B-TERM	
court	I-TERM	
terme	I-TERM	
est	O	
bas	O	
Niveau	O	
de	O	
stockage	B-TERM	
court	I-TERM	
terme	I-TERM	
est	O	
haut	O	
La	O	
Figure	O	
217	O	
montre	O	
le	O	
graphe	B-TERM	
fonctionnel	I-TERM	
du	O	
mode	O	
de	O	
fonctionnement	O	
N1.11	O	
.	O	
Quand	O	
le	O	
Charger	B-TERM	
le	O	
système	B-TERM	
de	I-TERM	
stockage	I-TERM	
court	I-TERM	
terme	I-TERM	
Mise	O	
en	O	
service	O	
de	O	
la	O	
source	O	
prévisible	O	
en	O	
fonction	O	
de	O	
la	O	
puissance	B-TERM	
de	O	
référence	O	
Pmulti	O	
est	O	
égal	O	
à	O	
la	O	
puissance	B-TERM	
de	O	
référence	O	
P	O	
multi	O	
est	O	
égale	O	
à	O	
la	O	
puissance	B-TERM	
de	O	
référence	O	
Décharger	B-TERM	
le	O	
système	B-TERM	
de	I-TERM	
stockage	I-TERM	
court	I-TERM	
terme	I-TERM	
Dégrader	O	
la	O	
puissance	B-TERM	
éolienne	I-TERM	
en	O	
fonction	O	
de	O	
la	O	
puissance	B-TERM	
de	O	
référence	O	
ǻf	O	
Zero	O	
Augmentati	O	
on	O	
de	O	
la	O	
puissance	B-TERM	
de	O	
la	O	
source	O	
prévisible	O	
ǻf	O	
Positif	O	
ǻf	O	
Zero	O	
ǻf	O	
négatif	O	
Diminution	O	
de	O	
la	O	
puissance	B-TERM	
de	O	
la	O	
source	O	
prévisible	O	
N1.13	O	
Système	B-TERM	
de	I-TERM	
stockage	I-TERM	
court	I-TERM	
terme	I-TERM	
fournit	O	
le	O	
manqué	O	
de	O	
puissance	B-TERM	
N1.112	O	
Pref	O	
du	O	
système	B-TERM	
de	I-TERM	
stockage	I-TERM	
court	I-TERM	
terme	I-TERM	
est	O	
zéro	O	
N1.111	O	
Système	B-TERM	
de	I-TERM	
stockage	I-TERM	
court	I-TERM	
terme	I-TERM	
absorbe	O	
le	O	
surplus	O	
de	O	
puissance	B-TERM	
N1.113	O	
ǻf	O	
Zero	O	
Maximiser	O	
la	O	
puissance	B-TERM	
éolienne	I-TERM	
ǻf	O	
Positif	O	
ǻf	O	
Zero	O	
ǻf	O	
négatif	O	
Pmulti	O	
est	O	
inférieur	O	
à	O	
la	O	
puissance	B-TERM	
de	O	
référence	O	
Pmulti	O	
est	O	
supérieur	O	
à	O	
la	O	
puissance	B-TERM	
de	O	
référence	O	
N1.11	O	
Dégrader	O	
la	O	
puissance	B-TERM	
éolienne	I-TERM	
N1.12	O	
Figure	O	
216	O	
Sous-Graphe	B-TERM	
fonctionnel	I-TERM	
Niveau	O	
de	O	
stockage	B-TERM	
court	I-TERM	
terme	I-TERM	
est	O	
moyen	O	
Niveau	O	
de	O	
stockage	B-TERM	
court	I-TERM	
terme	I-TERM	
est	O	
moyen	O	
N1.1	O	
Niveau	O	
de	O	
stockage	B-TERM	
long	I-TERM	
terme	I-TERM	
est	O	
bas	O	
Niveau	O	
de	O	
stockage	B-TERM	
long	I-TERM	
terme	I-TERM	
est	O	
haut	O	
Mise	O	
en	O	
service	O	
de	O	
la	O	
source	O	
prévisible	O	
en	O	
fonction	O	
de	O	
la	O	
puissance	B-TERM	
de	O	
référence	O	
Charger	B-TERM	
le	O	
système	B-TERM	
de	I-TERM	
stockage	I-TERM	
long	I-TERM	
terme	I-TERM	
ǻf	O	
Zero	O	
ǻf	O	
négatif	O	
Augmentati	O	
on	O	
de	O	
la	O	
puissance	B-TERM	
de	O	
la	O	
source	O	
prévisible	O	
ǻf	O	
Positif	O	
Diminution	O	
de	O	
la	O	
puissance	B-TERM	
de	O	
la	O	
source	O	
prévisible	O	
N1.23	O	
Pmulti	O	
est	O	
égal	O	
à	O	
la	O	
puissance	B-TERM	
de	O	
référence	O	
Pmulti	O	
est	O	
égale	O	
à	O	
la	O	
puissance	B-TERM	
de	O	
référence	O	
Décharge	B-TERM	
le	O	
système	B-TERM	
de	I-TERM	
stockage	I-TERM	
long	O	
terme	O	
Dégrader	O	
la	O	
puissance	B-TERM	
éolienne	I-TERM	
en	O	
fonction	O	
de	O	
la	O	
puissance	B-TERM	
de	O	
référence	O	
ǻf	O	
Zero	O	
Système	B-TERM	
de	I-TERM	
stockage	I-TERM	
long	I-TERM	
terme	I-TERM	
fournit	O	
le	O	
manqué	O	
de	O	
puissance	B-TERM	
N1.12	O	
P	O	
ref	O	
du	O	
système	B-TERM	
de	I-TERM	
stockage	I-TERM	
long	I-TERM	
terme	I-TERM	
est	O	
zéro	O	
N1.11	O	
Système	B-TERM	
de	I-TERM	
stockage	I-TERM	
long	I-TERM	
terme	I-TERM	
absorbe	O	
le	O	
surplus	O	
de	O	
puissance	B-TERM	
N1.13	O	
ǻf	O	
Zero	O	
Maximiser	O	
la	O	
puissance	B-TERM	
éolienne	I-TERM	
ǻf	O	
Positif	O	
ǻf	O	
Zero	O	
Dégrader	O	
la	O	
puissance	B-TERM	
éolienne	I-TERM	
ǻf	O	
négatif	O	
Pmulti	O	
est	O	
inférieur	O	
à	O	
la	O	
puissance	B-TERM	
de	O	
référence	O	
Pmulti	O	
est	O	
supérieur	O	
à	O	
la	O	
puissance	B-TERM	
de	O	
référence	O	
N1.21	O	
N1.22	O	
N1.2	O	
Niveau	O	
de	O	
stockage	B-TERM	
long	I-TERM	
terme	I-TERM	
est	O	
moyen	O	
Niveau	O	
de	O	
stockage	B-TERM	
long	I-TERM	
terme	I-TERM	
est	O	
moyen	O	
N1	O	
Autoriser	O	
l'	O	
utilisation	O	
de	O	
la	O	
réserve	B-TERM	
d'	I-TERM	
énergie	I-TERM	
des	O	
systèmes	B-TERM	
de	I-TERM	
stockage	I-TERM	
ǻf	O	
Positif	O	
OU	O	
ǻf	O	
negatif	O	
ǻf	O	
Zero	O	
N2	O	
216	O	
référence	O	
le	O	
système	B-TERM	
de	I-TERM	
stockage	I-TERM	
court	I-TERM	
terme	I-TERM	
doit	O	
fournir	O	
le	O	
manque	O	
de	O	
puissance	B-TERM	
(	O	
N1.113	O	
)	O	
afin	O	
de	O	
fournir	O	
la	O	
puissance	B-TERM	
de	O	
référence	O	
.	O	
Si	O	
la	O	
puissance	B-TERM	
Pmulti	O	
est	O	
supérieure	O	
à	O	
la	O	
puissance	B-TERM	
de	O	
référence	O	
,	O	
le	O	
système	B-TERM	
de	I-TERM	
stockage	I-TERM	
court	I-TERM	
terme	I-TERM	
doit	O	
absorber	O	
le	O	
surplus	O	
de	O	
puissance	B-TERM	
(	O	
N1.112	O	
)	O	
.	O	
Comme	O	
le	O	
montre	O	
la	O	
Figure	O	
216	O	
,	O	
le	O	
mode	O	
de	O	
fonctionnement	O	
(	O	
N1.11	O	
)	O	
est	O	
activé	O	
lorsque	O	
le	O	
niveau	O	
de	O	
stockage	O	
est	O	
moyen	O	
.	O	
De	O	
part	O	
la	O	
dynamique	B-TERM	
du	O	
stockage	B-TERM	
à	I-TERM	
court	I-TERM	
terme	I-TERM	
,	O	
celui-ci	O	
aura	O	
tendance	O	
à	O	
filtrer	O	
les	O	
fluctuations	O	
rapides	O	
de	O	
puissance	B-TERM	
.	O	
Pmulti	O	
est	O	
égal	O	
à	O	
la	O	
puissance	B-TERM	
de	O	
référence	O	
Pmulti	O	
est	O	
égal	O	
à	O	
la	O	
puissance	B-TERM	
de	O	
référence	O	
Système	B-TERM	
de	I-TERM	
stockage	I-TERM	
court	I-TERM	
terme	I-TERM	
fournit	O	
le	O	
manqué	O	
de	O	
puissance	B-TERM	
N1.113	O	
Pref	O	
du	O	
système	B-TERM	
de	I-TERM	
stockage	I-TERM	
cour	I-TERM	
terme	I-TERM	
est	O	
zéro	O	
N1.111	O	
Système	B-TERM	
de	I-TERM	
stockage	I-TERM	
court	I-TERM	
terme	I-TERM	
absorbe	O	
le	O	
surplus	O	
de	O	
puissance	B-TERM	
N1.112	O	
Pmulti	O	
est	O	
inférieur	O	
à	O	
la	O	
puissance	B-TERM	
de	O	
référence	O	
Pmulti	O	
est	O	
supérieur	O	
à	O	
la	O	
puissance	B-TERM	
de	O	
référence	O	
N1.11	O	
Figure	O	
217	O	
Graphe	B-TERM	
fonctionnel	I-TERM	
du	O	
mode	O	
de	O	
fonctionnement	O	
N1.11	O	
La	O	
Figure	O	
218	O	
montre	O	
le	O	
graphe	B-TERM	
fonctionnel	I-TERM	
du	O	
mode	O	
de	O	
fonctionnement	O	
N1.13	O	
.	O	
Si	O	
le	O	
niveau	O	
de	O	
stockage	O	
devient	O	
bas	O	
(	O	
N1.13	O	
)	O	
,	O	
cela	O	
signifie	O	
qu'	O	
en	O	
moyenne	O	
,	O	
l'	O	
éolienne	B-TERM	
seule	O	
ne	O	
produit	O	
pas	O	
suffisamment	O	
de	O	
puissance	B-TERM	
pour	O	
respecter	O	
la	O	
puissance	B-TERM	
de	O	
référence	O	
;	O	
la	O	
source	O	
décentralisée	O	
prévisible	O	
doit	O	
donc	O	
être	O	
mise	O	
en	O	
service	O	
afin	O	
de	O	
garantir	O	
la	O	
fourniture	O	
de	O	
la	O	
puissance	B-TERM	
de	O	
référence	O	
(	O	
N1.131	O	
)	O	
et	O	
de	O	
recharger	B-TERM	
les	O	
systèmes	B-TERM	
de	I-TERM	
stockage	I-TERM	
(	O	
1.132	O	
)	O	
.	O	
La	O	
mise	O	
en	O	
route	O	
de	O	
la	O	
source	O	
prévisible	O	
crée	O	
un	O	
moyen	O	
d'	O	
action	O	
supplémentaire	O	
en	O	
terme	O	
de	O	
réglage	B-TERM	
fréquence-puissance	I-TERM	
.	O	
Si	O	
une	O	
variation	O	
de	O	
fréquence	B-TERM	
apparaît	O	
durant	O	
ce	O	
mode	O	
de	O	
fonctionnement	O	
,	O	
la	O	
source	O	
classique	O	
pourra	O	
être	O	
utilisée	O	
pour	O	
participer	O	
au	O	
réglage	B-TERM	
fréquence	I-TERM	
puissance	I-TERM	
,	O	
soit	O	
en	O	
augmentant	O	
la	O	
puissance	B-TERM	
de	O	
la	O	
source	O	
prévisible	O	
(	O	
N1.133	O	
)	O	
,	O	
soit	O	
en	O	
diminuant	O	
la	O	
puissance	B-TERM	
de	O	
la	O	
source	O	
prévisible	O	
(	O	
N1.134	O	
)	O	
.	O	
Comme	O	
le	O	
montre	O	
la	O	
Figure	O	
216	O	
,	O	
le	O	
mode	O	
de	O	
fonctionnement	O	
(	O	
N1.13	O	
)	O	
est	O	
activé	O	
lorsque	O	
le	O	
niveau	O	
de	O	
stockage	O	
est	O	
bas	O	
.	O	
217	O	
Charger	B-TERM	
le	O	
système	B-TERM	
de	I-TERM	
stockage	I-TERM	
court	I-TERM	
terme	I-TERM	
N1.132	O	
Mise	O	
en	O	
service	O	
de	O	
la	O	
source	O	
prévisible	O	
en	O	
fonction	O	
de	O	
la	O	
puissance	B-TERM	
de	O	
référence	O	
N1.131	O	
ǻf	O	
négatif	O	
Augmentation	O	
de	O	
la	O	
puissance	B-TERM	
de	O	
la	O	
source	O	
prévisible	O	
N1.133	O	
ǻf	O	
Positif	O	
ǻf	O	
Zero	O	
Diminution	O	
de	O	
la	O	
puissance	B-TERM	
de	O	
la	O	
source	O	
prévisible	O	
N1.134	O	
ǻf	O	
Zero	O	
N1.13	O	
Figure	O	
218	O	
Graphe	B-TERM	
fonctionnel	I-TERM	
du	O	
mode	O	
de	O	
fonctionnement	O	
N1.13	O	
La	O	
Figure	O	
219	O	
montre	O	
le	O	
graphe	B-TERM	
fonctionnel	I-TERM	
du	O	
mode	O	
de	O	
fonctionnement	O	
N1.12	O	
.	O	
De	O	
façon	O	
analogue	O	
,	O	
si	O	
le	O	
niveau	O	
de	O	
stockage	O	
devient	O	
haut	O	
(	O	
N1.12	O	
)	O	
,	O	
cela	O	
signifie	O	
que	O	
l'	O	
éolienne	B-TERM	
produit	O	
en	O	
moyenne	O	
plus	O	
que	O	
la	O	
puissance	B-TERM	
de	O	
référence	O	
.	O	
Le	O	
superviseur	O	
va	O	
alors	O	
agir	O	
sur	O	
l'	O	
angle	B-TERM	
de	I-TERM	
calage	I-TERM	
des	I-TERM	
pales	I-TERM	
pour	O	
dégrader	O	
la	O	
puissance	B-TERM	
éolienne	I-TERM	
afin	O	
de	O	
garantir	O	
la	O	
puissance	B-TERM	
de	O	
référence	O	
(	O	
N1.121	O	
)	O	
et	O	
de	O	
décharger	B-TERM	
les	O	
systèmes	B-TERM	
de	I-TERM	
stockage	I-TERM	
(	O	
N1.122	O	
)	O	
.	O	
Lorsque	O	
la	O	
puissance	B-TERM	
du	O	
générateur	B-TERM	
éolien	I-TERM	
est	O	
dégradée	O	
,	O	
une	O	
réserve	B-TERM	
primaire	I-TERM	
de	I-TERM	
puissance	I-TERM	
est	O	
disponible	O	
au	O	
niveau	O	
du	O	
générateur	B-TERM	
éolien	I-TERM	
et	O	
celle	O	
ci	O	
est	O	
exploitée	O	
en	O	
cas	O	
d'	O	
événement	O	
sur	O	
la	O	
fréquence	B-TERM	
,	O	
soit	O	
en	O	
maximisant	O	
l'	O	
énergie	B-TERM	
éolienne	I-TERM	
(	O	
N1.123	O	
)	O	
,	O	
soit	O	
en	O	
dégradant	O	
la	O	
puissance	B-TERM	
éolienne	I-TERM	
(	O	
N1.124	O	
)	O	
.	O	
Comme	O	
le	O	
montre	O	
la	O	
Figure	O	
216	O	
,	O	
le	O	
mode	O	
de	O	
fonctionnement	O	
(	O	
N1.12	O	
)	O	
est	O	
activé	O	
lorsque	O	
le	O	
niveau	O	
de	O	
stockage	O	
est	O	
haut	O	
.	O	
218	O	
Décharger	B-TERM	
le	O	
système	B-TERM	
de	I-TERM	
stockage	I-TERM	
court	I-TERM	
terme	I-TERM	
N1.122	O	
Dégrader	O	
la	O	
puissance	B-TERM	
éolienne	I-TERM	
en	O	
fonction	O	
de	O	
la	O	
puissance	B-TERM	
de	O	
référence	O	
N1.121	O	
ǻf	O	
négatif	O	
Maximiser	O	
la	O	
puissance	B-TERM	
éolienne	I-TERM	
ǻf	O	
Zero	O	
ǻf	O	
Positif	O	
Dégrader	O	
la	O	
puissance	B-TERM	
éolienne	I-TERM	
ǻf	O	
Zero	O	
N1.123	O	
N1.124	O	
N1.12	O	
Figure	O	
219	O	
Graphe	B-TERM	
fonctionnel	I-TERM	
du	O	
mode	O	
de	O	
fonctionnement	O	
N1.12	O	
Un	O	
fonctionnement	O	
identique	O	
est	O	
utilisé	O	
pour	O	
le	O	
stockage	B-TERM	
à	I-TERM	
long	I-TERM	
terme	I-TERM	
(	O	
N1.2	O	
)	O	
.	O	
Dû	O	
à	O	
la	O	
dynamique	B-TERM	
lente	O	
du	O	
système	B-TERM	
de	I-TERM	
stockage	I-TERM	
long	I-TERM	
terme	I-TERM	
celui-ci	O	
aura	O	
tendance	O	
à	O	
filtrer	O	
les	O	
fluctuations	O	
lentes	O	
de	O	
puissance	B-TERM	
.	O	
Lorsqu'	O	
une	O	
variation	O	
de	O	
fréquence	B-TERM	
apparaît	O	
,	O	
le	O	
mode	O	
de	O	
fonctionnement	O	
N2	O	
autorise	O	
l'	O	
utilisation	O	
de	O	
la	O	
réserve	B-TERM	
d'	I-TERM	
énergie	I-TERM	
des	O	
systèmes	B-TERM	
de	I-TERM	
stockage	I-TERM	
en	O	
annulant	O	
les	O	
puissances	B-TERM	
de	O	
référence	O	
des	O	
systèmes	B-TERM	
de	I-TERM	
stockage	I-TERM	
.	O	
iv	O	
.	O	
Détermination	O	
des	O	
fonctions	O	
d'	O	
appartenance	O	
Deux	O	
types	O	
de	O	
fonctions	O	
d'	O	
appartenance	O	
peuvent	O	
être	O	
distinguées	O	
:	O	
Les	O	
fonctions	O	
d'	O	
appartenance	O	
d'	O	
entrée	O	
qui	O	
correspondent	O	
à	O	
la	O	
fuzzyfication	B-TERM	
des	O	
variables	O	
d'	O	
entrée	O	
du	O	
système	O	
.	O	
La	O	
détermination	O	
de	O	
ces	O	
fonctions	O	
permet	O	
de	O	
régler	O	
le	O	
passage	O	
d'	O	
un	O	
mode	O	
de	O	
fonctionnement	O	
à	O	
un	O	
autre	O	
.	O	
Les	O	
fonctions	O	
d'	O	
appartenance	O	
de	O	
sortie	O	
qui	O	
correspondent	O	
à	O	
la	O	
fuzzyfication	B-TERM	
des	O	
variables	O	
de	O	
sortie	O	
.	O	
La	O	
détermination	O	
de	O	
ces	O	
fonctions	O	
permet	O	
de	O	
régler	O	
les	O	
dynamiques	B-TERM	
du	O	
système	O	
.	O	
Détermination	O	
des	O	
fonctions	O	
d'	O	
appartenance	O	
d'	O	
entrée	O	
•	O	
La	O	
Figure	O	
220	O	
présente	O	
les	O	
fonctions	O	
d'	O	
entrée	O	
du	O	
système	O	
considéré	O	
exprimées	O	
en	O	
grandeur	O	
réduite	O	
.	O	
219	O	
1	O	
Négatif	O	
Grand	O	
Négatif	O	
Moyen	O	
Zéro	O	
Positif	O	
Moyen	O	
Positif	O	
Grand	O	
Plage	O	
de	O	
variation	O	
de	O	
¨P	O	
0	O	
-	O	
1	O	
-	O	
0.4	O	
-	O	
0.2	O	
0	O	
0.4	O	
0.8	O	
1	O	
¨P	O	
(	O	
a	O	
)	O	
1	O	
Bas	O	
Réserve	O	
Moyen	O	
Fournir	O	
Pref	O	
Haut	O	
Réserve	O	
0	O	
0	O	
0.05	O	
0.2	O	
(	O	
b	O	
)	O	
Nivstock_CT	O	
0.8	O	
0.95	O	
1	O	
1	O	
Bas	O	
Réserve	O	
Moyen	O	
Fournir	O	
Pref	O	
Haut	O	
Réserve	O	
0	O	
0	O	
0.05	O	
0.2	O	
(	O	
c	O	
)	O	
Nivstock_LT	O	
0.8	O	
0.95	O	
1	O	
220	O	
Négatif	O	
1	O	
Réglage	B-TERM	
primaire	I-TERM	
Zero	O	
BM	O	
Positif	O	
Réglage	B-TERM	
primaire	I-TERM	
0	O	
-	O	
1	O	
-	O	
0.1	O	
0.1	O	
1	O	
¨f	O	
(	O	
d	O	
)	O	
Figure	O	
220	O	
Fonctions	O	
d'	O	
appartenance	O	
d'	O	
entrée	O	
:	O	
(	O	
a	O	
)	O	
Fonction	O	
d'	O	
appartenance	O	
de	O	
l'	O	
erreur	O	
sur	O	
la	O	
puissance	B-TERM	
ǻP	O	
,	O	
(	O	
b	O	
)	O	
Fonction	O	
d'	O	
appartenance	O	
du	O	
niveau	O	
du	O	
système	B-TERM	
de	I-TERM	
stockage	I-TERM	
à	I-TERM	
court	I-TERM	
terme	I-TERM	
,	O	
(	O	
c	O	
)	O	
Fonction	O	
d'	O	
appartenance	O	
du	O	
niveau	O	
du	O	
système	B-TERM	
de	I-TERM	
stockage	I-TERM	
à	I-TERM	
long	I-TERM	
terme	I-TERM	
,	O	
(	O	
d	O	
)	O	
Fonction	O	
d'	O	
appartenance	O	
de	O	
l'	O	
erreur	O	
sur	O	
la	O	
fréquence	B-TERM	
.	O	
La	O	
fonction	O	
d'	O	
appartenance	O	
de	O	
ǻP	O	
(	O	
Figure	O	
220.a	O	
)	O	
a	O	
pour	O	
but	O	
de	O	
donner	O	
une	O	
indication	O	
sur	O	
l'	O	
erreur	O	
entre	O	
la	O	
puissance	B-TERM	
de	O	
référence	O	
et	O	
la	O	
mesure	O	
,	O	
trois	O	
moyens	O	
d'	O	
actions	O	
peuvent	O	
être	O	
utilisés	O	
pour	O	
influencer	O	
la	O	
dynamique	B-TERM	
de	O	
réglage	O	
du	O	
système	O	
:	O	
la	O	
plage	O	
de	O	
variation	O	
ǻP	O	
[	O	
BUH	O	
94	O	
]	O	
,	O	
la	O	
pente	O	
des	O	
différents	O	
niveaux	O	
de	O	
la	O	
fonction	O	
d'	O	
appartenance	O	
et	O	
le	O	
gain	O	
G1	O	
définis	O	
dans	O	
la	O	
section	O	
précédente	O	
.	O	
Afin	O	
de	O	
conserver	O	
des	O	
fonctions	O	
d'	O	
appartenance	O	
normées	O	
,	O	
le	O	
réglage	O	
de	O	
la	O	
dynamique	B-TERM	
sera	O	
effectué	O	
par	O	
l'	O	
intermédiaire	O	
du	O	
gain	O	
G1	O	
et	O	
des	O	
pentes	O	
des	O	
niveaux	O	
de	O	
la	O	
fonction	O	
d'	O	
appartenance	O	
.	O	
L'	O	
augmentation	O	
de	O	
la	O	
valeur	O	
du	O	
gain	O	
G1	O	
va	O	
augmenter	O	
la	O	
dynamique	B-TERM	
de	O	
réglage	O	
tandis	O	
qu'	O	
une	O	
diminution	O	
du	O	
gain	O	
entraînera	O	
une	O	
diminution	O	
de	O	
la	O	
dynamique	B-TERM	
.	O	
De	O	
la	O	
même	O	
manière	O	
,	O	
des	O	
pentes	O	
plus	O	
raides	O	
au	O	
niveau	O	
des	O	
fonctions	O	
d'	O	
appartenance	O	
entraîneront	O	
une	O	
