TOKEN	NE-COARSE-LIT	NE-COARSE-METO	NE-FINE-LIT	NE-FINE-METO	NE-FINE-COMP	NE-NESTED	NEL-LIT	NEL-METO	MISC	label
Die	O	_	O	_	_	O	_	_	_	6
schwarze	O	_	O	_	_	O	_	_	_	6
Taube	O	_	O	_	_	O	_	_	NoSpaceAfter	6
.	O	_	O	_	_	O	_	_	NoSpaceAfter|EndOfSentence	6
Roman	O	_	O	_	_	O	_	_	_	6
von	O	_	O	_	_	O	_	_	_	6
Anne	B-PER	_	O	_	_	O	Q19606547	_	_	1
Austin	I-PER	_	O	_	_	O	Q19606547	_	NoSpaceAfter	7
.	O	_	O	_	_	O	_	_	NoSpaceAfter|EndOfSentence	6
(	O	_	O	_	_	O	_	_	NoSpaceAfter	6
58	O	_	O	_	_	O	_	_	NoSpaceAfter	6
.	O	_	O	_	_	O	_	_	_	6
Fortsetzung	O	_	O	_	_	O	_	_	NoSpaceAfter	6
.	O	_	O	_	_	O	_	_	NoSpaceAfter|EndOfSentence	6
)	O	_	O	_	_	O	_	_	NoSpaceAfter	6
Ruth	B-PER	_	O	_	_	O	NIL	_	_	1
Lester	I-PER	_	O	_	_	O	NIL	_	NoSpaceAfter	7
,	O	_	O	_	_	O	_	_	_	6
die	O	_	O	_	_	O	_	_	_	6
bildhübsche	O	_	O	_	_	O	_	_	_	6
Privatsekretärin	O	_	O	_	_	O	_	_	_	6
Henry	B-PER	_	O	_	_	O	NIL	_	NoSpaceAfter	1
P	I-PER	_	O	_	_	O	NIL	_	NoSpaceAfter	7
.	I-PER	_	O	_	_	O	NIL	_	_	7
Bordens	I-PER	_	O	_	_	O	NIL	_	NoSpaceAfter	7
,	O	_	O	_	_	O	_	_	_	6
eines	O	_	O	_	_	O	_	_	_	6
übelbeleumundeten	O	_	O	_	_	O	_	_	_	6
Geldgebers	O	_	O	_	_	O	_	_	NoSpaceAfter	6
,	O	_	O	_	_	O	_	_	_	6
hat	O	_	O	_	_	O	_	_	_	6
sich	O	_	O	_	_	O	_	_	NoSpaceAfter	6
eben	O	_	O	_	_	O	_	_	_	6
mit	O	_	O	_	_	O	_	_	_	6
Jack	B-PER	_	O	_	_	O	NIL	_	_	1
Carrington	I-PER	_	O	_	_	O	NIL	_	_	7
Hayward	I-PER	_	O	_	_	O	NIL	_	NoSpaceAfter	7
,	O	_	O	_	_	O	_	_	_	6
einem	O	_	O	_	_	O	_	_	_	6
Versicherungs¬	O	_	O	_	_	O	_	_	NoSpaceAfter|EndOfLine	6
inspektor	O	_	O	_	_	O	_	_	NoSpaceAfter	6
,	O	_	O	_	_	O	_	_	_	6
perlobt	O	_	O	_	_	O	_	_	NoSpaceAfter	6
.	O	_	O	_	_	O	_	_	_	6
Als	O	_	O	_	_	O	_	_	_	6
Ruth	B-PER	_	O	_	_	O	NIL	_	_	1
eines	O	_	O	_	_	O	_	_	_	6
Morgens	O	_	O	_	_	O	_	_	_	6
ins	O	_	O	_	_	O	_	_	_	6
Bureau	O	_	O	_	_	O	_	_	NoSpaceAfter	6
kommt	O	_	O	_	_	O	_	_	NoSpaceAfter	6
,	O	_	O	_	_	O	_	_	_	6
findet	O	_	O	_	_	O	_	_	_	6
sie	O	_	O	_	_	O	_	_	_	6
Borden	O	_	O	_	_	O	_	_	_	6
ermordet	O	_	O	_	_	O	_	_	_	6
auf	O	_	O	_	_	O	_	_	NoSpaceAfter	6
.	O	_	O	_	_	O	_	_	_	6
Das	O	_	O	_	_	O	_	_	_	6
Verhör	O	_	O	_	_	O	_	_	_	6
mit	O	_	O	_	_	O	_	_	NoSpaceAfter	6
Jack	B-PER	_	O	_	_	O	NIL	_	_	1
scheint	O	_	O	_	_	O	_	_	_	6
diesen	O	_	O	_	_	O	_	_	_	6
sehr	O	_	O	_	_	O	_	_	_	6
schwer	O	_	O	_	_	O	_	_	_	6
zu	O	_	O	_	_	O	_	_	_	6
belasten	O	_	O	_	_	O	_	_	NoSpaceAfter	6
.	O	_	O	_	_	O	_	_	_	6
Der	O	_	O	_	_	O	_	_	NoSpaceAfter	6
Detektiv	O	_	O	_	_	O	_	_	_	6
ebenso	O	_	O	_	_	O	_	_	_	6
wie	O	_	O	_	_	O	_	_	_	6
der	O	_	O	_	_	O	_	_	_	6
Kommissär	O	_	O	_	_	O	_	_	_	6
Mr	O	_	O	_	_	O	_	_	NoSpaceAfter	6
.	O	_	O	_	_	O	_	_	_	6
Weeks	B-PER	_	O	_	_	O	NIL	_	_	1
halten	O	_	O	_	_	O	_	_	NoSpaceAfter	6
gleichfalls	O	_	O	_	_	O	_	_	_	6
Hayward	B-PER	_	O	_	_	O	NIL	_	_	1
für	O	_	O	_	_	O	_	_	_	6
den	O	_	O	_	_	O	_	_	_	6
Täter	O	_	O	_	_	O	_	_	_	6
Ruth	B-PER	_	O	_	_	O	NIL	_	_	1
begrüßt	O	_	O	_	_	O	_	_	_	6
Weeks	B-PER	_	O	_	_	O	NIL	_	NoSpaceAfter	1
als	O	_	O	_	_	O	_	_	_	6
Freund	O	_	O	_	_	O	_	_	_	6
ihres	O	_	O	_	_	O	_	_	_	6
verstorbenen	O	_	O	_	_	O	_	_	_	6
Vaters	O	_	O	_	_	O	_	_	NoSpaceAfter	6
.	O	_	O	_	_	O	_	_	_	6
Sie	O	_	O	_	_	O	_	_	_	6
verdächtigt	O	_	O	_	_	O	_	_	_	6
im	O	_	O	_	_	O	_	_	NoSpaceAfter	6
Gespräch	O	_	O	_	_	O	_	_	_	6
mit	O	_	O	_	_	O	_	_	_	6
Hayward	B-PER	_	O	_	_	O	NIL	_	_	1
eine	O	_	O	_	_	O	_	_	_	6
fremde	O	_	O	_	_	O	_	_	_	6
Besucherin	O	_	O	_	_	O	_	_	_	6
Mrs	O	_	O	_	_	O	_	_	NoSpaceAfter	6
.	O	_	O	_	_	O	_	_	_	6
Man¬	B-PER	_	O	_	_	O	NIL	_	NoSpaceAfter|EndOfLine	1
ning	I-PER	_	O	_	_	O	NIL	_	NoSpaceAfter	7
,	O	_	O	_	_	O	_	_	_	6
Mutter	O	_	O	_	_	O	_	_	_	6
eines	O	_	O	_	_	O	_	_	_	6
illegitimen	O	_	O	_	_	O	_	_	_	6
Kindes	O	_	O	_	_	O	_	_	_	6
des	O	_	O	_	_	O	_	_	_	6
Ermordeten	O	_	O	_	_	O	_	_	NoSpaceAfter	6
,	O	_	O	_	_	O	_	_	NoSpaceAfter	6
und	O	_	O	_	_	O	_	_	_	6
fährt	O	_	O	_	_	O	_	_	_	6
im	O	_	O	_	_	O	_	_	_	6
Auto	O	_	O	_	_	O	_	_	_	6
zu	O	_	O	_	_	O	_	_	_	6
rhr	O	_	O	_	_	O	_	_	NoSpaceAfter	6
.	O	_	O	_	_	O	_	_	_	6
Sie	O	_	O	_	_	O	_	_	_	6
verantwortet	O	_	O	_	_	O	_	_	_	6
sich	O	_	O	_	_	O	_	_	_	6
dahin	O	_	O	_	_	O	_	_	NoSpaceAfter	6
,	O	_	O	_	_	O	_	_	NoSpaceAfter	6
daß	O	_	O	_	_	O	_	_	_	6
sie	O	_	O	_	_	O	_	_	_	6
zur	O	_	O	_	_	O	_	_	_	6
fraglichen	O	_	O	_	_	O	_	_	_	6
Stunde	O	_	O	_	_	O	_	_	_	6
geheiratet	O	_	O	_	_	O	_	_	_	6
habe	O	_	O	_	_	O	_	_	_	6
—	O	_	O	_	_	O	_	_	_	6
den	O	_	O	_	_	O	_	_	NoSpaceAfter	6
Multimillionär	O	_	O	_	_	O	_	_	_	6
Pendennis	B-LOC	_	O	_	_	O	NIL	_	NoSpaceAfter	0
.	O	_	O	_	_	O	_	_	_	6
Sie	O	_	O	_	_	O	_	_	_	6
gibt	O	_	O	_	_	O	_	_	_	6
zu	O	_	O	_	_	O	_	_	NoSpaceAfter	6
,	O	_	O	_	_	O	_	_	_	6
den	O	_	O	_	_	O	_	_	_	6
Ermordeten	O	_	O	_	_	O	_	_	NoSpaceAfter	6
einer	O	_	O	_	_	O	_	_	_	6
Rivalin	O	_	O	_	_	O	_	_	_	6
abspenstig	O	_	O	_	_	O	_	_	_	6
gemacht	O	_	O	_	_	O	_	_	_	6
und	O	_	O	_	_	O	_	_	_	6
ein	O	_	O	_	_	O	_	_	_	6
Kind	O	_	O	_	_	O	_	_	_	6
von	O	_	O	_	_	O	_	_	_	6
ihm	O	_	O	_	_	O	_	_	NoSpaceAfter	6
zu	O	_	O	_	_	O	_	_	_	6
haben	O	_	O	_	_	O	_	_	NoSpaceAfter	6
.	O	_	O	_	_	O	_	_	_	6
Durch	O	_	O	_	_	O	_	_	_	6
Fingerabdrücke	O	_	O	_	_	O	_	_	_	6
wird	O	_	O	_	_	O	_	_	_	6
ihr	O	_	O	_	_	O	_	_	_	6
nachgewiesen	O	_	O	_	_	O	_	_	NoSpaceAfter	6
,	O	_	O	_	_	O	_	_	NoSpaceAfter	6
daß	O	_	O	_	_	O	_	_	_	6
sie	O	_	O	_	_	O	_	_	_	6
den	O	_	O	_	_	O	_	_	_	6
Ermordeten	O	_	O	_	_	O	_	_	_	6
am	O	_	O	_	_	O	_	_	_	6
fraglichen	O	_	O	_	_	O	_	_	_	6
Tage	O	_	O	_	_	O	_	_	_	6
besuchte	O	_	O	_	_	O	_	_	NoSpaceAfter	6
,	O	_	O	_	_	O	_	_	NoSpaceAfter	6
was	O	_	O	_	_	O	_	_	_	6
sie	O	_	O	_	_	O	_	_	_	6
in	O	_	O	_	_	O	_	_	_	6
Abrede	O	_	O	_	_	O	_	_	_	6
stellt	O	_	O	_	_	O	_	_	NoSpaceAfter	6
.	O	_	O	_	_	O	_	_	NoSpaceAfter|EndOfSentence	6
„	O	_	O	_	_	O	_	_	NoSpaceAfter	6
Wirklich	O	_	O	_	_	O	_	_	NoSpaceAfter	6
?	O	_	O	_	_	O	_	_	NoSpaceAfter	6
“	O	_	O	_	_	O	_	_	_	6
knurrte	O	_	O	_	_	O	_	_	_	6
McMann	B-PER	_	O	_	_	O	NIL	_	NoSpaceAfter	1
,	O	_	O	_	_	O	_	_	_	6
der	O	_	O	_	_	O	_	_	_	6
seinen	O	_	O	_	_	O	_	_	_	6
Aerger	O	_	O	_	_	O	_	_	_	6
über	O	_	O	_	_	O	_	_	NoSpaceAfter	6
den	O	_	O	_	_	O	_	_	_	6
Mißerfolg	O	_	O	_	_	O	_	_	_	6
zu	O	_	O	_	_	O	_	_	_	6
verbergen	O	_	O	_	_	O	_	_	_	6
trachtete	O	_	O	_	_	O	_	_	NoSpaceAfter	6
.	O	_	O	_	_	O	_	_	_	6
„	O	_	O	_	_	O	_	_	NoSpaceAfter	6
Na	O	_	O	_	_	O	_	_	NoSpaceAfter	6
,	O	_	O	_	_	O	_	_	_	6
das	O	_	O	_	_	O	_	_	_	6
werden	O	_	O	_	_	O	_	_	_	6
wir	O	_	O	_	_	O	_	_	NoSpaceAfter	6
ja	O	_	O	_	_	O	_	_	_	6
bald	O	_	O	_	_	O	_	_	_	6
festgestellt	O	_	O	_	_	O	_	_	_	6
haben	O	_	O	_	_	O	_	_	NoSpaceAfter	6
.	O	_	O	_	_	O	_	_	_	6
Vielleicht	O	_	O	_	_	O	_	_	_	6
entging	O	_	O	_	_	O	_	_	_	6
es	O	_	O	_	_	O	_	_	_	6
Ihrer	O	_	O	_	_	O	_	_	_	6
Auf¬	O	_	O	_	_	O	_	_	NoSpaceAfter|EndOfLine	6
merksamkeit	O	_	O	_	_	O	_	_	NoSpaceAfter	6
,	O	_	O	_	_	O	_	_	_	6
daß	O	_	O	_	_	O	_	_	_	6
jeder	O	_	O	_	_	O	_	_	NoSpaceAfter	6
,	O	_	O	_	_	O	_	_	_	6
der	O	_	O	_	_	O	_	_	_	6
nach	O	_	O	_	_	O	_	_	_	6
sieben	O	_	O	_	_	O	_	_	_	6
Uhr	O	_	O	_	_	O	_	_	_	6
das	O	_	O	_	_	O	_	_	_	6
Gebäude	O	_	O	_	_	O	_	_	NoSpaceAfter	6
betritt	O	_	O	_	_	O	_	_	NoSpaceAfter	6
,	O	_	O	_	_	O	_	_	_	6
sich	O	_	O	_	_	O	_	_	_	6
in	O	_	O	_	_	O	_	_	_	6
eine	O	_	O	_	_	O	_	_	_	6
Liste	O	_	O	_	_	O	_	_	_	6
einzutragen	O	_	O	_	_	O	_	_	_	6
hat	O	_	O	_	_	O	_	_	NoSpaceAfter	6
,	O	_	O	_	_	O	_	_	_	6
die	O	_	O	_	_	O	_	_	_	6
im	O	_	O	_	_	O	_	_	_	6
Fahrstuhl	O	_	O	_	_	O	_	_	NoSpaceAfter	6
aufliegt	O	_	O	_	_	O	_	_	NoSpaceAfter	6
.	O	_	O	_	_	O	_	_	NoSpaceAfter|EndOfSentence	6
""""	O	_	O	_	_	O	_	_	_	6
Er	O	_	O	_	_	O	_	_	_	6
erhob	O	_	O	_	_	O	_	_	_	6
sich	O	_	O	_	_	O	_	_	NoSpaceAfter	6
,	O	_	O	_	_	O	_	_	_	6
um	O	_	O	_	_	O	_	_	_	6
seinem	O	_	O	_	_	O	_	_	_	6
Gehilfen	O	_	O	_	_	O	_	_	_	6
Birdwell	B-PER	_	O	_	_	O	NIL	_	_	1
einige	O	_	O	_	_	O	_	_	NoSpaceAfter	6
Direktiven	O	_	O	_	_	O	_	_	_	6
zu	O	_	O	_	_	O	_	_	_	6
geben	O	_	O	_	_	O	_	_	NoSpaceAfter	6
,	O	_	O	_	_	O	_	_	_	6
aber	O	_	O	_	_	O	_	_	_	6
Miß	O	_	O	_	_	O	_	_	_	6
Manning	B-PER	_	O	_	_	O	NIL	_	_	1
hielt	O	_	O	_	_	O	_	_	_	6
ihn	O	_	O	_	_	O	_	_	_	6
zurück	O	_	O	_	_	O	_	_	NoSpaceAfter	6
.	O	_	O	_	_	O	_	_	NoSpaceAfter|EndOfSentence	6
„	O	_	O	_	_	O	_	_	NoSpaceAfter	6
Die	O	_	O	_	_	O	_	_	_	6
Bestimmung	O	_	O	_	_	O	_	_	_	6
ist	O	_	O	_	_	O	_	_	_	6
mir	O	_	O	_	_	O	_	_	_	6
seit	O	_	O	_	_	O	_	_	_	6
langem	O	_	O	_	_	O	_	_	_	6
bekannt	O	_	O	_	_	O	_	_	NoSpaceAfter	6
""""	O	_	O	_	_	O	_	_	NoSpaceAfter	6
,	O	_	O	_	_	O	_	_	_	6
gab	O	_	O	_	_	O	_	_	_	6
sie	O	_	O	_	_	O	_	_	NoSpaceAfter	6
ganz	O	_	O	_	_	O	_	_	_	6
gelassen	O	_	O	_	_	O	_	_	_	6
zu	O	_	O	_	_	O	_	_	NoSpaceAfter	6
,	O	_	O	_	_	O	_	_	_	6
„	O	_	O	_	_	O	_	_	NoSpaceAfter	6
und	O	_	O	_	_	O	_	_	_	6
Sie	O	_	O	_	_	O	_	_	_	6
brauchen	O	_	O	_	_	O	_	_	_	6
sich	O	_	O	_	_	O	_	_	_	6
wirklich	O	_	O	_	_	O	_	_	_	6
nicht	O	_	O	_	_	O	_	_	_	6
zu	O	_	O	_	_	O	_	_	NoSpaceAfter	6
bemühen	O	_	O	_	_	O	_	_	NoSpaceAfter	6
.	O	_	O	_	_	O	_	_	NoSpaceAfter|EndOfSentence	6
“	O	_	O	_	_	O	_	_	NoSpaceAfter	6
„	O	_	O	_	_	O	_	_	NoSpaceAfter	6
Aha	O	_	O	_	_	O	_	_	NoSpaceAfter	6
!	O	_	O	_	_	O	_	_	_	6
—	O	_	O	_	_	O	_	_	_	6
Ihr	O	_	O	_	_	O	_	_	_	6
Name	O	_	O	_	_	O	_	_	_	6
steht	O	_	O	_	_	O	_	_	_	6
natürlich	O	_	O	_	_	O	_	_	_	6
nicht	O	_	O	_	_	O	_	_	_	6
auf	O	_	O	_	_	O	_	_	_	6
der	O	_	O	_	_	O	_	_	_	6
Liste	O	_	O	_	_	O	_	_	NoSpaceAfter	6
.	O	_	O	_	_	O	_	_	NoSpaceAfter|EndOfSentence	6
Dacht	O	_	O	_	_	O	_	_	NoSpaceAfter	6
'	O	_	O	_	_	O	_	_	_	6
ich	O	_	O	_	_	O	_	_	_	6
mir	O	_	O	_	_	O	_	_	NoSpaceAfter	6
'	O	_	O	_	_	O	_	_	NoSpaceAfter	6
s	O	_	O	_	_	O	_	_	_	6
doch	O	_	O	_	_	O	_	_	NoSpaceAfter	6
!	O	_	O	_	_	O	_	_	_	6
—	O	_	O	_	_	O	_	_	_	6
Aber	O	_	O	_	_	O	_	_	_	6
vielleicht	O	_	O	_	_	O	_	_	_	6
erzählen	O	_	O	_	_	O	_	_	_	6
Sie	O	_	O	_	_	O	_	_	_	6
mir	O	_	O	_	_	O	_	_	NoSpaceAfter	6
,	O	_	O	_	_	O	_	_	NoSpaceAfter	6
daß	O	_	O	_	_	O	_	_	_	6
Sie	O	_	O	_	_	O	_	_	_	6
einen	O	_	O	_	_	O	_	_	_	6
fingierten	O	_	O	_	_	O	_	_	_	6
Namen	O	_	O	_	_	O	_	_	_	6
eintrugen	O	_	O	_	_	O	_	_	NoSpaceAfter	6
,	O	_	O	_	_	O	_	_	_	6
der	O	_	O	_	_	O	_	_	_	6
Ihnen	O	_	O	_	_	O	_	_	NoSpaceAfter	6
momentan	O	_	O	_	_	O	_	_	_	6
entfallen	O	_	O	_	_	O	_	_	_	6
ist	O	_	O	_	_	O	_	_	NoSpaceAfter	6
,	O	_	O	_	_	O	_	_	_	6
wie	O	_	O	_	_	O	_	_	NoSpaceAfter	6
?	O	_	O	_	_	O	_	_	NoSpaceAfter	6
""""	O	_	O	_	_	O	_	_	NoSpaceAfter	6
„	O	_	O	_	_	O	_	_	NoSpaceAfter	6
Warum	O	_	O	_	_	O	_	_	_	6
zu	O	_	O	_	_	O	_	_	_	6
solchen	O	_	O	_	_	O	_	_	_	6
plumpen	O	_	O	_	_	O	_	_	_	6
Ausflüchten	O	_	O	_	_	O	_	_	_	6
greifen	O	_	O	_	_	O	_	_	NoSpaceAfter	6
,	O	_	O	_	_	O	_	_	_	6
wenn	O	_	O	_	_	O	_	_	NoSpaceAfter	6
man	O	_	O	_	_	O	_	_	_	6
doch	O	_	O	_	_	O	_	_	_	6
ohne	O	_	O	_	_	O	_	_	_	6
weiteres	O	_	O	_	_	O	_	_	_	6
die	O	_	O	_	_	O	_	_	_	6
Wahrheit	O	_	O	_	_	O	_	_	_	6
sagen	O	_	O	_	_	O	_	_	_	6
kann	O	_	O	_	_	O	_	_	NoSpaceAfter	6
?	O	_	O	_	_	O	_	_	NoSpaceAfter	6
“	O	_	O	_	_	O	_	_	_	6
lächelte	O	_	O	_	_	O	_	_	NoSpaceAfter	6
sie	O	_	O	_	_	O	_	_	NoSpaceAfter	6
.	O	_	O	_	_	O	_	_	_	6
„	O	_	O	_	_	O	_	_	NoSpaceAfter	6
Ich	O	_	O	_	_	O	_	_	_	6
ging	O	_	O	_	_	O	_	_	_	6
zu	O	_	O	_	_	O	_	_	_	6
Fuß	O	_	O	_	_	O	_	_	_	6
und	O	_	O	_	_	O	_	_	_	6
vermied	O	_	O	_	_	O	_	_	_	6
es	O	_	O	_	_	O	_	_	NoSpaceAfter	6
,	O	_	O	_	_	O	_	_	_	6
vom	O	_	O	_	_	O	_	_	_	6
Aufzugspersonal	O	_	O	_	_	O	_	_	NoSpaceAfter	6
gesehen	O	_	O	_	_	O	_	_	_	6
zu	O	_	O	_	_	O	_	_	_	6
werden	O	_	O	_	_	O	_	_	NoSpaceAfter	6
.	O	_	O	_	_	O	_	_	NoSpaceAfter|EndOfSentence	6
“	O	_	O	_	_	O	_	_	NoSpaceAfter	6
„	O	_	O	_	_	O	_	_	NoSpaceAfter	6
Warum	O	_	O	_	_	O	_	_	_	6
das	O	_	O	_	_	O	_	_	NoSpaceAfter	6
?	O	_	O	_	_	O	_	_	NoSpaceAfter	6
“	O	_	O	_	_	O	_	_	_	6
schoß	O	_	O	_	_	O	_	_	_	6
der	O	_	O	_	_	O	_	_	_	6
Detektiv	O	_	O	_	_	O	_	_	_	6
vor	O	_	O	_	_	O	_	_	NoSpaceAfter	6
.	O	_	O	_	_	O	_	_	NoSpaceAfter|EndOfSentence	6
„	O	_	O	_	_	O	_	_	NoSpaceAfter	6
Weil	O	_	O	_	_	O	_	_	_	6
ich	O	_	O	_	_	O	_	_	_	6
fürchtete	O	_	O	_	_	O	_	_	NoSpaceAfter	6
,	O	_	O	_	_	O	_	_	_	6
daß	O	_	O	_	_	O	_	_	_	6
Borden	O	_	O	_	_	O	_	_	_	6
dem	O	_	O	_	_	O	_	_	_	6
Liftjungen	O	_	O	_	_	O	_	_	_	6
verboten	O	_	O	_	_	O	_	_	NoSpaceAfter	6
hatte	O	_	O	_	_	O	_	_	NoSpaceAfter	6
,	O	_	O	_	_	O	_	_	_	6
mich	O	_	O	_	_	O	_	_	_	6
zu	O	_	O	_	_	O	_	_	_	6
befördern	O	_	O	_	_	O	_	_	NoSpaceAfter	6
.	O	_	O	_	_	O	_	_	NoSpaceAfter|EndOfSentence	6
“	O	_	O	_	_	O	_	_	NoSpaceAfter	6
„	O	_	O	_	_	O	_	_	NoSpaceAfter	6
Aber	O	_	O	_	_	O	_	_	_	6
nach	O	_	O	_	_	O	_	_	_	6
Ihrem	O	_	O	_	_	O	_	_	_	6
Besuch	O	_	O	_	_	O	_	_	_	6
wäre	O	_	O	_	_	O	_	_	_	6
das	O	_	O	_	_	O	_	_	_	6
doch	O	_	O	_	_	O	_	_	_	6
nicht	O	_	O	_	_	O	_	_	_	6
mehr	O	_	O	_	_	O	_	_	NoSpaceAfter	6
nötig	O	_	O	_	_	O	_	_	_	6
gewesen	O	_	O	_	_	O	_	_	_	6
?	O	_	O	_	_	O	_	_	NoSpaceAfter	6
“	O	_	O	_	_	O	_	_	NoSpaceAfter	6
„	O	_	O	_	_	O	_	_	NoSpaceAfter	6
O	O	_	O	_	_	O	_	_	NoSpaceAfter	6
'	O	_	O	_	_	O	_	_	_	6
doch	O	_	O	_	_	O	_	_	NoSpaceAfter	6
.	O	_	O	_	_	O	_	_	_	6
Harry	B-PER	_	O	_	_	O	NIL	_	_	1
hätte	O	_	O	_	_	O	_	_	_	6
dem	O	_	O	_	_	O	_	_	_	6
Boy	O	_	O	_	_	O	_	_	_	6
vielleicht	O	_	O	_	_	O	_	_	_	6
gesagt	O	_	O	_	_	O	_	_	NoSpaceAfter	6
,	O	_	O	_	_	O	_	_	_	6
daß	O	_	O	_	_	O	_	_	_	6
er	O	_	O	_	_	O	_	_	NoSpaceAfter	6
die	O	_	O	_	_	O	_	_	_	6
Dame	O	_	O	_	_	O	_	_	_	6
die	O	_	O	_	_	O	_	_	_	6
soeben	O	_	O	_	_	O	_	_	_	6
hinunterfuhr	O	_	O	_	_	O	_	_	NoSpaceAfter	6
,	O	_	O	_	_	O	_	_	_	6
nie	O	_	O	_	_	O	_	_	_	6
mehr	O	_	O	_	_	O	_	_	_	6
vorlassen	O	_	O	_	_	O	_	_	_	6
dürfe	O	_	O	_	_	O	_	_	NoSpaceAfter	6
.	O	_	O	_	_	O	_	_	NoSpaceAfter|EndOfSentence	6
“	O	_	O	_	_	O	_	_	NoSpaceAfter	6
„	O	_	O	_	_	O	_	_	NoSpaceAfter	6
Mit	O	_	O	_	_	O	_	_	_	6
anderen	O	_	O	_	_	O	_	_	_	6
Worten	O	_	O	_	_	O	_	_	NoSpaceAfter	6
,	O	_	O	_	_	O	_	_	_	6
Sie	O	_	O	_	_	O	_	_	_	6
hätten	O	_	O	_	_	O	_	_	_	6
die	O	_	O	_	_	O	_	_	_	6
vereitelte	O	_	O	_	_	O	_	_	_	6
Aus¬	O	_	O	_	_	O	_	_	NoSpaceAfter|EndOfLine	6
führung	O	_	O	_	_	O	_	_	_	6
Ihres	O	_	O	_	_	O	_	_	_	6
Planes	O	_	O	_	_	O	_	_	_	6
später	O	_	O	_	_	O	_	_	_	6
nochmals	O	_	O	_	_	O	_	_	_	6
versucht	O	_	O	_	_	O	_	_	NoSpaceAfter	6
?	O	_	O	_	_	O	_	_	NoSpaceAfter	6
“	O	_	O	_	_	O	_	_	NoSpaceAfter	6
„	O	_	O	_	_	O	_	_	NoSpaceAfter	6
Das	O	_	O	_	_	O	_	_	_	6
klingt	O	_	O	_	_	O	_	_	_	6
sehr	O	_	O	_	_	O	_	_	_	6
bombastisch	O	_	O	_	_	O	_	_	NoSpaceAfter	6
,	O	_	O	_	_	O	_	_	_	6
Mr	O	_	O	_	_	O	_	_	NoSpaceAfter	6
.	O	_	O	_	_	O	_	_	_	6
McMann	B-PER	_	O	_	_	O	NIL	_	NoSpaceAfter	1
,	O	_	O	_	_	O	_	_	_	6
denn	O	_	O	_	_	O	_	_	_	6
tat¬	O	_	O	_	_	O	_	_	NoSpaceAfter|EndOfLine	6
sächlich	O	_	O	_	_	O	_	_	_	6
habe	O	_	O	_	_	O	_	_	_	6
ich	O	_	O	_	_	O	_	_	_	6
nie	O	_	O	_	_	O	_	_	_	6
beabsichtigt	O	_	O	_	_	O	_	_	NoSpaceAfter	6
,	O	_	O	_	_	O	_	_	_	6
Borden	O	_	O	_	_	O	_	_	_	6
durch	O	_	O	_	_	O	_	_	_	6
etwas	O	_	O	_	_	O	_	_	_	6
anderes	O	_	O	_	_	O	_	_	NoSpaceAfter	6
als	O	_	O	_	_	O	_	_	_	6
gutes	O	_	O	_	_	O	_	_	_	6
Zureden	O	_	O	_	_	O	_	_	_	6
umzustimmen	O	_	O	_	_	O	_	_	NoSpaceAfter	6
.	O	_	O	_	_	O	_	_	NoSpaceAfter|EndOfSentence	6
“	O	_	O	_	_	O	_	_	NoSpaceAfter	6
Der	O	_	O	_	_	O	_	_	_	6
Inspektor	O	_	O	_	_	O	_	_	_	6
machte	O	_	O	_	_	O	_	_	_	6
große	O	_	O	_	_	O	_	_	_	6
Augen	O	_	O	_	_	O	_	_	NoSpaceAfter	6
.	O	_	O	_	_	O	_	_	_	6
„	O	_	O	_	_	O	_	_	NoSpaceAfter	6
Und	O	_	O	_	_	O	_	_	_	6
das	O	_	O	_	_	O	_	_	_	6
sagen	O	_	O	_	_	O	_	_	NoSpaceAfter	6
Sie	O	_	O	_	_	O	_	_	_	6
mir	O	_	O	_	_	O	_	_	_	6
ins	O	_	O	_	_	O	_	_	_	6
Gesicht	O	_	O	_	_	O	_	_	NoSpaceAfter	6
,	O	_	O	_	_	O	_	_	_	6
nachdem	O	_	O	_	_	O	_	_	_	6
Sie	O	_	O	_	_	O	_	_	_	6
schriftlich	O	_	O	_	_	O	_	_	_	6
derartige	O	_	O	_	_	O	_	_	NoSpaceAfter	6
Drohungen	O	_	O	_	_	O	_	_	_	6
gegen	O	_	O	_	_	O	_	_	_	6
ihn	O	_	O	_	_	O	_	_	_	6
ausstießen	O	_	O	_	_	O	_	_	NoSpaceAfter	6
?	O	_	O	_	_	O	_	_	NoSpaceAfter	6
""""	O	_	O	_	_	O	_	_	_	6
Er	O	_	O	_	_	O	_	_	_	6
wiederholte	O	_	O	_	_	O	_	_	_	6
die	O	_	O	_	_	O	_	_	_	6
frag¬	O	_	O	_	_	O	_	_	NoSpaceAfter|EndOfLine	6
lichen	O	_	O	_	_	O	_	_	_	6
Sätze	O	_	O	_	_	O	_	_	NoSpaceAfter	6
.	O	_	O	_	_	O	_	_	NoSpaceAfter|EndOfSentence	6
„	O	_	O	_	_	O	_	_	NoSpaceAfter	6
Ja	O	_	O	_	_	O	_	_	NoSpaceAfter	6
,	O	_	O	_	_	O	_	_	_	6
allerdings	O	_	O	_	_	O	_	_	NoSpaceAfter	6
,	O	_	O	_	_	O	_	_	_	6
das	O	_	O	_	_	O	_	_	_	6
klingt	O	_	O	_	_	O	_	_	_	6
wie	O	_	O	_	_	O	_	_	_	6
eine	O	_	O	_	_	O	_	_	_	6
